,NEIGHBORHOOD_CLUSTER,crime_cnt,ucr-rank_avg,SHIFT_day_rate,SHIFT_evening_rate,SHIFT_midnight_rate,OFFENSE_GROUP_property_rate,OFFENSE_GROUP_violent_rate,METHOD_gun_rate,METHOD_knife_rate,METHOD_others_rate
0,-1.663547758618825,0.15872950885176543,0.36918868577966096,-0.07902124424288651,-0.8239467052645887,0.6117379848342089,0.41160552759835767,-0.41160552759835634,-0.7088034638961691,-0.3975671038132155,0.7393937781979515
1,-1.5882362403714938,3.011463435283037,0.1262706010881637,-0.5331128565961787,0.4669212829148879,0.06925508815560047,0.08686592954938155,-0.08686592954938133,-0.44158457530915407,-0.045010980097134674,0.3607885341767514
2,-1.5129247221241626,1.0952935850944017,0.5650547640757151,-1.519279117075623,-0.5081566310758442,1.435656768019679,0.36277954160017034,-0.36277954160017023,-0.5655747818075874,-0.3457090617042646,0.6040146993692539
3,-1.4376132038768314,0.3677725649948554,0.36692486208971303,-1.0431595859318077,2.9031334958939903,-1.20425751510015,1.1039112311273296,-1.103911231127329,-1.0307139964857832,-0.7274685514145961,1.1487756480218083
4,-1.3623016856295005,-0.3027472878759129,0.15162167367396515,-0.2040557347490156,1.0623624600197523,-0.5685571958160097,0.8860676071207632,-0.8860676071207612,-1.0153350355006625,-0.6159232180932274,1.082026330686584
5,-1.2869901673821693,1.7616255971075454,0.42548200198486813,-0.44820552185141826,0.0277400324192077,0.3039006991070753,0.7887287524488793,-0.7887287524488794,-0.9545661660859115,-0.5903036283958899,1.0228056811726067
6,-1.2116786491348381,0.6471946133285794,0.5843534040222808,-0.7972678744243678,0.5122541829716316,0.22884391723863107,0.4998945116263306,-0.49989451162632986,-0.5676213709174476,-0.3912535594478672,0.6280230709734499
7,-1.1363671308875072,2.3421068715393867,0.22575647947041155,-1.240921953175628,1.1416161673274843,0.12432256273495645,0.6261573786989263,-0.626157378698925,-0.8743261217573791,-0.3782287745343224,0.85679086870121
8,-1.061055612640176,-0.2526095264971306,0.10040355445870836,-0.2101833378118648,0.49904288834951616,-0.1847944709085096,0.18831418102607725,-0.18831418102607658,-0.33988204675910333,-0.0836577993765757,0.3018424613276629
9,-0.9857440943928449,-0.714551638875656,1.1565714389454609,2.079871757585134,0.1056371900654365,-1.5680592526205863,1.1789785009483231,-1.178978500948323,-0.959059570148748,-0.7852077609469506,1.122277327202587
10,-0.9104325761455138,-0.24725839651238815,0.5892108683342359,-0.14369463327280582,2.455678472313657,-1.5502917573431998,1.0986040541370565,-1.0986040541370548,-1.0013783414820236,-0.7083931269994311,1.1168825678749978
11,-0.8351210578981827,-0.818549686839998,0.6058137557096591,0.9736906390047725,1.0275004909631265,-1.392725343099288,1.1129598264126686,-1.112959826412668,-1.0276260263173034,-0.6829005366729715,1.1244498299489598
12,-0.7598095396508516,-0.7969125090756046,1.2675127594753905,2.8441576918803477,-0.6777580524635084,-1.5905727473141624,1.2881216679562435,-1.2881216679562433,-1.0880274669019425,-0.7933607984994641,1.2251883296935948
13,-0.6844980214035205,-0.7064086149858306,0.6254516244277677,1.392913880097996,0.031796546546655965,-1.023917432701879,1.1376012788714167,-1.1376012788714154,-1.0125337111152823,-0.7244506939911288,1.1333479378388818
14,-0.6091865031561894,-0.5476196491342347,0.7221481009996135,1.252573047867223,0.4598544885178304,-1.2111758733347016,1.065250444184896,-1.0652504441848971,-0.9613543539118301,-0.7197896444908845,1.091806568591906
15,-0.5338749849088583,-0.8465849548035398,1.155503307624499,1.8011791914056992,-0.9351699006310863,-0.6665754083713076,0.8618001203585269,-0.861800120358526,-0.5836197521098995,-0.6521679052096482,0.7688390146547395
16,-0.45856346666152714,0.2913444693432081,0.46181871915538225,0.0677220980844219,0.2763426300130235,-0.23483639137440154,0.27600279587562193,-0.2760027958756213,-0.2793824243558856,-0.30142451666489906,0.3627406906462231
17,-0.3832519484141961,1.249894710088373,-0.17082925291703774,0.16615426010171194,-0.26794490671318305,0.06085619323487095,-0.2360458801914477,0.23604588019144848,-0.07515159606265255,0.1412957049930425,-0.011986913772013092
18,-0.30794043016686495,-0.41872721384956935,0.4486984856499326,0.01126486935803941,-0.22841306546474208,0.1457111758075935,0.014845747392894088,-0.014845747392892893,0.0608463447257317,-0.048286481872191755,-0.022867756683213555
19,-0.23262891191953383,-0.526215129195265,0.5762775269925426,0.8839307739986864,-0.4858127971922034,-0.30902299532831495,0.36595134676549185,-0.36595134676549096,-0.14901457533895582,-0.3600107625292456,0.29163753148851346
20,-0.15731739367220274,0.7437476108793667,-0.10980832898552785,0.022776631568106883,0.23751462591814854,-0.17634065326215542,-0.14025956371304604,0.14025956371304632,0.053582103467311466,-0.07766280539856564,-0.0028242192365083895
21,-0.08200587542487163,0.5861219341548887,0.22361610814104796,-0.05192374527400319,-0.792610118224935,0.571132641942714,0.19924947350504169,-0.19924947350504102,-0.07783622937029175,-0.23921915694591,0.1775450884124882
22,-0.006694357177540519,0.851933499701333,-0.4991779648985676,-0.6541337761573036,-0.2873166256667176,0.6642774516169925,-0.42406242035487074,0.4240624203548713,0.11646882905285662,0.5277675036482334,-0.3493320394828956
23,0.06861716106979059,-0.43955008922498007,1.052161899959075,0.7139735210237416,-1.8492043335609476,0.7314380234877618,0.5787650038685493,-0.5787650038685486,-0.2424072987169957,-0.41340883406082085,0.3895605444555327
24,0.1439286793171217,1.8101347537083625,0.23460697372506056,0.006617067718986139,-0.2826613636646231,0.1855883546124966,0.30794106318214803,-0.3079410631821467,-0.38936621396147847,-0.2833665670007305,0.43818073043531447
25,0.2192401975644528,1.2505926835646437,0.38280939717560175,0.7483809524793634,0.4056277411605181,-0.8117822941165395,0.5148244579454673,-0.5148244579454662,-0.6209091967325471,-0.4695641699911595,0.70746716265682
26,0.2945517158117839,-0.7930736549561155,0.5106276243733205,0.12327635230237084,0.16188348581001136,-0.19774031044227403,0.6915249669926079,-0.6915249669926068,-0.6073753253004508,-0.37612089009416344,0.6510512651916939
27,0.36986323405911503,-0.5308682857037367,-0.919170496977559,-0.2339477665209599,-0.7728714957609195,0.6888461173602946,-0.8630838099772932,0.8630838099772941,0.8290095904982553,0.6906326135707798,-0.9759578231881314
28,0.4451747523064461,-0.9926940691695504,-1.2272453070697233,-0.9216604180284366,-0.718236948051487,1.1470129617574523,-1.4078031950566987,1.4078031950566998,1.7799198204399296,0.6019654639022689,-1.6614423908472258
29,0.5204862705537773,-0.3993002854267001,-0.4347804219542294,-1.0456823182415114,0.005614958976418044,0.7488149185038085,-0.7886938479777447,0.7886938479777456,0.7506267700502623,0.35200123661882127,-0.7490148419060817
30,0.5957977888011083,0.2889015621762605,-0.5300027282962342,-0.613785947779407,-0.2754143712424006,0.6272231452791189,-0.807258964345432,0.8072589643454333,0.8556575255718601,0.43467314851296357,-0.8702847760480582
31,0.6711093070484394,0.12266754591110995,-0.6038895951608095,-1.34251987789473,0.3731062394527749,0.714976963071051,-0.7478980280974664,0.7478980280974673,0.7000100498920542,0.4844950945887856,-0.7754788690367977
32,0.7464208252957706,0.2626112279033955,-0.5802638201539855,-0.76727784732429,0.05907453525713617,0.5124413394963151,-0.8956099299743516,0.8956099299743525,1.062446761698482,0.43140169172845755,-1.0272414583678404
33,0.8217323435431017,0.13941890934160797,-0.07629799228999937,0.1877130256421198,-0.7953129185166299,0.40048192461924603,-0.39694361240674225,0.3969436124067433,0.48440693388535,0.20473376183584,-0.47231801287174724
34,0.8970438617904327,-0.6248620471748645,0.3000572566704368,0.3402318985861962,0.13089151828565967,-0.3330163598643798,0.009003169588166372,-0.009003169588165416,0.28528165039062414,-0.15730625409430704,-0.14125520759491658
35,0.9723553800377639,-0.6102046041731787,-1.6981226241296496,-0.6851354553612523,-0.8149895843762085,1.0419372283212494,-1.455816151953949,1.4558161519539496,1.3412615133111017,0.7612693839889675,-1.403560333956374
36,1.047666898285095,-0.4364092085817617,-1.3039380738020019,-0.972389507368095,0.03243972446206093,0.6780003541921457,-1.300713351927691,1.3007133519276926,1.2180995346195786,0.6810617318190696,-1.2696012597677282
37,1.1229784165324261,-0.22457425853358873,-1.3081588289200055,-0.8936142435179487,-0.30457517864031286,0.8482581168319211,-1.2184037722522933,1.218403772252295,1.3781963985497394,0.6820262658693227,-1.3928406718975324
38,1.198289934779757,1.0952935850944017,-1.25151327375272,-0.708471142622397,-0.38260262512006543,0.7675528422362258,-1.1814871460033474,1.1814871460033485,1.3208825585098556,0.6806921849632525,-1.3482344499027608
39,1.2736014530270883,-1.1422930509169147,-0.9233569544362251,0.7039620429618006,0.15164248185503462,-0.6087735985786943,0.3161971640271337,-0.31619716402713355,-1.178629627778901,2.8477988960546585,-0.49927613637835816
40,1.3489129712744194,-1.1428746954804736,2.748863979723711,2.1456148838811298,1.6924015268812473,-2.683939981133205,1.5491244119781276,-1.5491244119781267,-1.178629627778901,-0.8991206236524877,1.3467692776612576
41,1.4995360077690816,-1.140431788313526,-3.17458804885601,-0.9257324728600472,-1.5900851342615514,1.737066659961189,-3.328979047306238,3.328979047306239,0.2867618437962562,4.802713428075778,-2.5861100826840095
42,1.5748475260164128,-1.1411297617897966,-0.27531796605506004,0.36474960980431315,-1.4797494481727171,0.7339811195448139,-1.49693114178315,1.4969311417831515,2.7865472953068195,-0.8991206236524877,-1.6937761101686974
43,1.650159044263744,-1.1383378678847138,0.9306667854933046,0.42266392766046973,1.9554579492027957,-1.6210498827516269,0.49662554177606,-0.49662554177605905,0.054443683668486544,-0.2594026568732192,0.08605533636591241
44,1.725470562511075,-1.142060393091491,-1.8210109605642084,-1.2182417449306344,-1.9027029115132452,2.158114911493989,-1.3277058332408573,1.3277058332408584,2.5662596884687243,-0.8991206236524877,-1.5248569219559214
