,AYB,YR_RMDL,EYB,SALEDATE,GIS_LAST_MOD_DTTM
3753,1907.0,1984.0,1963,2003-05-16 00:00:00,2018-07-22 18:01:43
3755,1908.0,1987.0,1966,2014-02-04 00:00:00,2018-07-22 18:01:43
3756,1908.0,2009.0,1972,2011-04-14 00:00:00,2018-07-22 18:01:43
3757,1908.0,1970.0,1963,2018-02-13 00:00:00,2018-07-22 18:01:43
3758,1908.0,1997.0,1972,1997-12-22 00:00:00,2018-07-22 18:01:43
3762,1908.0,2009.0,1987,2015-09-18 00:00:00,2018-07-22 18:01:43
3763,1880.0,1972.0,1954,2018-01-26 00:00:00,2018-07-22 18:01:43
3764,1900.0,1972.0,1954,2018-06-28 00:00:00,2018-07-22 18:01:43
3765,1890.0,2007.0,1969,2009-09-16 00:00:00,2018-07-22 18:01:43
3766,1890.0,2013.0,1982,2014-11-17 00:00:00,2018-07-22 18:01:43
3767,1890.0,2007.0,1969,2010-12-06 00:00:00,2018-07-22 18:01:43
3771,1908.0,2011.0,1960,1995-07-05 00:00:00,2018-07-22 18:01:43
3773,1908.0,,1960,2018-02-23 00:00:00,2018-07-22 18:01:43
3774,1908.0,2011.0,1986,2017-05-30 00:00:00,2018-07-22 18:01:43
3776,1908.0,1977.0,1960,1994-12-14 00:00:00,2018-07-22 18:01:43
3777,1908.0,2015.0,1982,2015-10-09 00:00:00,2018-07-22 18:01:43
3780,1907.0,1979.0,1969,2013-08-29 00:00:00,2018-07-22 18:01:43
3783,1910.0,,1969,2005-07-28 00:00:00,2018-07-22 18:01:43
3784,1909.0,2014.0,1969,2013-05-24 00:00:00,2018-07-22 18:01:43
3786,1937.0,,1967,2017-08-30 00:00:00,2018-07-22 18:01:43
3787,1910.0,2009.0,1982,2000-07-21 00:00:00,2018-07-22 18:01:43
3788,1898.0,1958.0,1969,2017-10-12 00:00:00,2018-07-22 18:01:43
3789,1890.0,1979.0,1957,2011-02-24 00:00:00,2018-07-22 18:01:43
3790,1890.0,2008.0,1967,2016-12-16 00:00:00,2018-07-22 18:01:43
3791,1890.0,1975.0,1995,2006-03-10 00:00:00,2018-07-22 18:01:43
3792,1890.0,2010.0,1967,2014-06-27 00:00:00,2018-07-22 18:01:43
3793,1890.0,2005.0,1980,2015-04-17 00:00:00,2018-07-22 18:01:43
3794,1890.0,1975.0,1957,1992-03-16 00:00:00,2018-07-22 18:01:43
3795,1980.0,1978.0,1992,2017-06-28 00:00:00,2018-07-22 18:01:43
3796,1890.0,1990.0,1964,2006-04-05 00:00:00,2018-07-22 18:01:43
3797,1896.0,2012.0,1985,2012-06-26 00:00:00,2018-07-22 18:01:43
3798,1890.0,1976.0,1967,2001-09-07 00:00:00,2018-07-22 18:01:43
3799,1890.0,2006.0,1967,2009-05-12 00:00:00,2018-07-22 18:01:43
3800,1900.0,2003.0,1967,2011-01-06 00:00:00,2018-07-22 18:01:43
3801,1895.0,2006.0,1980,2011-07-01 00:00:00,2018-07-22 18:01:43
3802,1895.0,2015.0,1980,2007-11-05 00:00:00,2018-07-22 18:01:43
3803,1895.0,2000.0,1969,2013-03-05 00:00:00,2018-07-22 18:01:43
3805,1895.0,1994.0,1960,1994-05-20 00:00:00,2018-07-22 18:01:43
3806,1895.0,2004.0,1982,2012-04-18 00:00:00,2018-07-22 18:01:43
3807,1900.0,1975.0,1969,2007-05-29 00:00:00,2018-07-22 18:01:43
3808,1900.0,2005.0,1969,2016-09-23 00:00:00,2018-07-22 18:01:43
3809,1890.0,,1960,2002-01-03 00:00:00,2018-07-22 18:01:43
3810,1890.0,1980.0,1982,2006-05-25 00:00:00,2018-07-22 18:01:43
3811,1890.0,2003.0,1969,1992-01-24 00:00:00,2018-07-22 18:01:43
3812,1890.0,,1969,2017-10-04 00:00:00,2018-07-22 18:01:43
3813,1890.0,2014.0,1969,2011-10-03 00:00:00,2018-07-22 18:01:43
3815,1890.0,2017.0,1986,2018-04-23 00:00:00,2018-07-22 18:01:43
3817,1890.0,,1969,2003-07-25 00:00:00,2018-07-22 18:01:43
3818,1890.0,2009.0,1969,2005-04-19 00:00:00,2018-07-22 18:01:43
3822,1924.0,,1943,2003-01-22 00:00:00,2018-07-22 18:01:43
3823,1924.0,,1943,2018-01-08 00:00:00,2018-07-22 18:01:43
3825,1924.0,,1954,2000-04-18 00:00:00,2018-07-22 18:01:43
3827,1900.0,1959.0,1950,2002-01-07 00:00:00,2018-07-22 18:01:43
3829,1924.0,2011.0,1954,2016-03-08 00:00:00,2018-07-22 18:01:43
3831,1924.0,1982.0,1964,2004-04-27 00:00:00,2018-07-22 18:01:43
3833,1924.0,1981.0,1943,2018-04-10 00:00:00,2018-07-22 18:01:43
3835,1924.0,,1964,2004-05-12 00:00:00,2018-07-22 18:01:43
3837,1924.0,,1961,1999-12-21 00:00:00,2018-07-22 18:01:43
3838,1924.0,1980.0,1943,2012-02-27 00:00:00,2018-07-22 18:01:43
3839,1924.0,1980.0,1954,1999-12-20 00:00:00,2018-07-22 18:01:43
3840,1924.0,2003.0,1964,2006-02-22 00:00:00,2018-07-22 18:01:43
3841,1924.0,2012.0,1964,2012-04-10 00:00:00,2018-07-22 18:01:43
3844,1924.0,1980.0,1954,2002-08-28 00:00:00,2018-07-22 18:01:43
3845,1924.0,,1954,2010-10-06 00:00:00,2018-07-22 18:01:43
3847,1941.0,,1943,2016-08-08 00:00:00,2018-07-22 18:01:43
3848,1880.0,,1954,2015-12-15 00:00:00,2018-07-22 18:01:43
3849,1941.0,2001.0,1943,2001-03-22 00:00:00,2018-07-22 18:01:43
3850,1941.0,,1943,2015-10-02 00:00:00,2018-07-22 18:01:43
3851,1900.0,,1943,2004-10-28 00:00:00,2018-07-22 18:01:43
3852,1941.0,2010.0,1964,2014-01-06 00:00:00,2018-07-22 18:01:43
3855,1941.0,,1943,1993-03-08 00:00:00,2018-07-22 18:01:43
3856,1890.0,2011.0,1969,2011-05-12 00:00:00,2018-07-22 18:01:43
3862,1900.0,2017.0,1969,2017-12-04 00:00:00,2018-07-22 18:01:43
3863,1890.0,1988.0,1954,2000-06-13 00:00:00,2018-07-22 18:01:43
3865,1890.0,1979.0,1954,2000-03-31 00:00:00,2018-07-22 18:01:43
3868,1890.0,2007.0,1964,2012-06-04 00:00:00,2018-07-22 18:01:43
3869,1890.0,2005.0,1964,2006-07-31 00:00:00,2018-07-22 18:01:43
3871,1905.0,2004.0,1982,2009-05-29 00:00:00,2018-07-22 18:01:43
3872,1905.0,2004.0,1969,2004-08-12 00:00:00,2018-07-22 18:01:43
3873,1905.0,2013.0,1982,2017-12-19 00:00:00,2018-07-22 18:01:43
3875,1900.0,2007.0,1982,2013-07-15 00:00:00,2018-07-22 18:01:43
3876,1900.0,2004.0,1969,2012-08-21 00:00:00,2018-07-22 18:01:43
3877,1900.0,2007.0,1969,2013-07-15 00:00:00,2018-07-22 18:01:43
3879,1890.0,2007.0,1957,2008-07-29 00:00:00,2018-07-22 18:01:43
3880,1890.0,1960.0,1964,2006-09-12 00:00:00,2018-07-22 18:01:43
3881,1890.0,1960.0,1960,2013-10-04 00:00:00,2018-07-22 18:01:43
3882,1900.0,1970.0,1960,2009-10-30 00:00:00,2018-07-22 18:01:43
3884,1890.0,1990.0,1960,1999-05-03 00:00:00,2018-07-22 18:01:43
3885,1890.0,2013.0,1969,2015-03-02 00:00:00,2018-07-22 18:01:43
3886,1890.0,2003.0,1986,2003-07-31 00:00:00,2018-07-22 18:01:43
3887,1890.0,2017.0,1982,2018-02-05 00:00:00,2018-07-22 18:01:43
3888,1890.0,,1950,1998-10-02 00:00:00,2018-07-22 18:01:43
3892,1908.0,,1969,2001-06-19 00:00:00,2018-07-22 18:01:43
3898,1890.0,1988.0,1957,1998-05-13 00:00:00,2018-07-22 18:01:43
3904,1890.0,1982.0,1960,2008-04-18 00:00:00,2018-07-22 18:01:43
3908,1890.0,2012.0,1982,2009-04-13 00:00:00,2018-07-22 18:01:43
3909,1894.0,2001.0,1969,2003-10-14 00:00:00,2018-07-22 18:01:43
3910,1915.0,2014.0,1964,2015-03-19 00:00:00,2018-07-22 18:01:43
3911,1915.0,1978.0,1943,2002-02-20 00:00:00,2018-07-22 18:01:43
3912,1915.0,,1954,2006-09-15 00:00:00,2018-07-22 18:01:43
3913,1915.0,2006.0,1982,2015-12-08 00:00:00,2018-07-22 18:01:43
3915,1900.0,1947.0,1943,2001-11-09 00:00:00,2018-07-22 18:01:43
3916,1900.0,,1943,2001-08-29 00:00:00,2018-07-22 18:01:43
3917,1900.0,2009.0,1961,2013-04-30 00:00:00,2018-07-22 18:01:43
3918,1900.0,2016.0,1964,2015-07-08 00:00:00,2018-07-22 18:01:43
3920,2012.0,,2015,2012-07-09 00:00:00,2018-07-22 18:01:43
3921,2012.0,,2014,2013-01-11 00:00:00,2018-07-22 18:01:43
3924,2012.0,,2015,2012-07-24 00:00:00,2018-07-22 18:01:43
3925,2012.0,,2015,2012-07-09 00:00:00,2018-07-22 18:01:43
3926,2012.0,,2015,2012-07-24 00:00:00,2018-07-22 18:01:43
3927,2012.0,,2014,2012-07-24 00:00:00,2018-07-22 18:01:43
3928,1907.0,2016.0,1967,2017-07-18 00:00:00,2018-07-22 18:01:43
3929,1907.0,1962.0,1967,2015-09-02 00:00:00,2018-07-22 18:01:43
3930,1907.0,2012.0,1957,2003-12-03 00:00:00,2018-07-22 18:01:43
3931,1905.0,2003.0,1980,2013-08-16 00:00:00,2018-07-22 18:01:43
3932,1907.0,1962.0,1957,2015-03-18 00:00:00,2018-07-22 18:01:43
3933,1909.0,2000.0,1967,2014-08-11 00:00:00,2018-07-22 18:01:43
3934,1907.0,2000.0,1967,2014-10-28 00:00:00,2018-07-22 18:01:43
3935,1901.0,1999.0,1967,2001-09-04 00:00:00,2018-07-22 18:01:43
3936,1920.0,2001.0,1967,2004-07-30 00:00:00,2018-07-22 18:01:43
3937,1907.0,1962.0,1957,2002-08-21 00:00:00,2018-07-22 18:01:43
3938,1900.0,2004.0,1980,2010-07-14 00:00:00,2018-07-22 18:01:43
3942,1907.0,1962.0,1967,2016-05-31 00:00:00,2018-07-22 18:01:43
3943,1907.0,1961.0,1957,2000-03-29 00:00:00,2018-07-22 18:01:43
3944,1907.0,1975.0,1967,2013-11-26 00:00:00,2018-07-22 18:01:43
3946,1907.0,1961.0,1957,2013-12-04 00:00:00,2018-07-22 18:01:43
3947,1907.0,1974.0,1957,1997-06-26 00:00:00,2018-07-22 18:01:43
3948,1907.0,1962.0,1957,2011-07-25 00:00:00,2018-07-22 18:01:43
3949,1907.0,2003.0,1980,2017-01-17 00:00:00,2018-07-22 18:01:43
3954,1907.0,2011.0,1967,2017-01-06 00:00:00,2018-07-22 18:01:43
3957,1900.0,1987.0,1957,2004-09-02 00:00:00,2018-07-22 18:01:43
3958,1900.0,1988.0,1967,2004-06-08 00:00:00,2018-07-22 18:01:43
3959,1900.0,,1954,2017-03-20 00:00:00,2018-07-22 18:01:43
3960,1900.0,2014.0,1982,2014-01-30 00:00:00,2018-07-22 18:01:43
3961,1900.0,2005.0,1964,2011-03-11 00:00:00,2018-07-22 18:01:43
3962,1900.0,1999.0,1957,2009-04-08 00:00:00,2018-07-22 18:01:43
3964,1941.0,,1943,2013-09-20 00:00:00,2018-07-22 18:01:43
3965,1941.0,,1943,2016-10-05 00:00:00,2018-07-22 18:01:43
3966,1941.0,,1943,2017-03-22 00:00:00,2018-07-22 18:01:43
3967,1941.0,,1943,2016-10-05 00:00:00,2018-07-22 18:01:43
3970,1941.0,,1943,2016-07-22 00:00:00,2018-07-22 18:01:43
3971,1941.0,,1954,2013-09-20 00:00:00,2018-07-22 18:01:43
3972,1941.0,2003.0,1964,2014-08-14 00:00:00,2018-07-22 18:01:43
3976,1905.0,2010.0,1984,2008-05-05 00:00:00,2018-07-22 18:01:43
3977,1926.0,1992.0,1967,2017-04-21 00:00:00,2018-07-22 18:01:43
3978,1900.0,2008.0,1986,2015-05-06 00:00:00,2018-07-22 18:01:43
3980,1900.0,2000.0,1960,1994-12-29 00:00:00,2018-07-22 18:01:43
3982,1895.0,2009.0,1972,1994-10-21 00:00:00,2018-07-22 18:01:43
3983,1913.0,,1967,2001-09-19 00:00:00,2018-07-22 18:01:43
3986,1885.0,1995.0,1963,2016-07-26 00:00:00,2018-07-22 18:01:43
3987,1885.0,1985.0,1963,2016-07-26 00:00:00,2018-07-22 18:01:43
3988,1885.0,,1970,1999-12-15 00:00:00,2018-07-22 18:01:43
3989,1885.0,2007.0,1978,2006-03-16 00:00:00,2018-07-22 18:01:43
3994,1885.0,2012.0,1988,2014-11-17 00:00:00,2018-07-22 18:01:43
3995,1885.0,,1970,2014-04-30 00:00:00,2018-07-22 18:01:43
3997,1885.0,2010.0,1975,2013-11-20 00:00:00,2018-07-22 18:01:43
3999,1880.0,,1975,1996-12-06 00:00:00,2018-07-22 18:01:43
4000,1885.0,2008.0,1988,2017-06-01 00:00:00,2018-07-22 18:01:43
4001,1885.0,2004.0,1988,2014-11-13 00:00:00,2018-07-22 18:01:43
4005,1885.0,2008.0,1969,2015-11-06 00:00:00,2018-07-22 18:01:43
4006,1885.0,2009.0,1984,2012-11-23 00:00:00,2018-07-22 18:01:43
4007,1978.0,,1989,1994-03-11 00:00:00,2018-07-22 18:01:43
4011,1972.0,2004.0,1987,2013-08-08 00:00:00,2018-07-22 18:01:43
4012,1972.0,2004.0,1981,2006-05-10 00:00:00,2018-07-22 18:01:43
4013,1972.0,2006.0,1987,2011-01-10 00:00:00,2018-07-22 18:01:43
4015,1972.0,1966.0,1981,1997-10-08 00:00:00,2018-07-22 18:01:43
4016,1972.0,,1981,1997-12-15 00:00:00,2018-07-22 18:01:43
4017,1972.0,,1981,2008-04-22 00:00:00,2018-07-22 18:01:43
4019,1972.0,2004.0,1987,2017-01-18 00:00:00,2018-07-22 18:01:43
4023,1895.0,,1960,2014-08-08 00:00:00,2018-07-22 18:01:43
4024,1895.0,,1960,1998-04-08 00:00:00,2018-07-22 18:01:43
4025,1890.0,2008.0,1972,2010-05-13 00:00:00,2018-07-22 18:01:43
4029,1890.0,1976.0,1960,1997-01-13 00:00:00,2018-07-22 18:01:43
4030,1890.0,1976.0,1960,2016-02-01 00:00:00,2018-07-22 18:01:43
4031,1890.0,2008.0,1986,2012-02-01 00:00:00,2018-07-22 18:01:43
4032,1890.0,2010.0,1969,2002-05-02 00:00:00,2018-07-22 18:01:43
4037,1890.0,2008.0,1969,2007-03-20 00:00:00,2018-07-22 18:01:43
4038,1890.0,2012.0,1982,2018-01-08 00:00:00,2018-07-22 18:01:43
4041,1920.0,2009.0,1972,2008-09-17 00:00:00,2018-07-22 18:01:43
4042,1890.0,2004.0,1983,2012-10-18 00:00:00,2018-07-22 18:01:43
4045,1910.0,2003.0,1967,2000-09-18 00:00:00,2018-07-22 18:01:43
4046,1910.0,,1960,2008-01-04 00:00:00,2018-07-22 18:01:43
4047,1910.0,,1960,1994-04-21 00:00:00,2018-07-22 18:01:43
4048,1910.0,1975.0,1960,2000-03-27 00:00:00,2018-07-22 18:01:43
4050,1981.0,2000.0,1988,2000-07-17 00:00:00,2018-07-22 18:01:43
4052,1920.0,2005.0,1987,2005-02-04 00:00:00,2018-07-22 18:01:43
4054,1915.0,2008.0,1982,2010-02-16 00:00:00,2018-07-22 18:01:43
4055,1915.0,1990.0,1960,2016-03-28 00:00:00,2018-07-22 18:01:43
4056,1885.0,2008.0,1972,2015-05-05 00:00:00,2018-07-22 18:01:43
4057,1890.0,2009.0,1972,2008-09-17 00:00:00,2018-07-22 18:01:43
4059,1908.0,2003.0,1967,2011-10-06 00:00:00,2018-07-22 18:01:43
4061,1900.0,2000.0,1967,2013-09-16 00:00:00,2018-07-22 18:01:43
4062,1900.0,2014.0,1967,2017-02-17 00:00:00,2018-07-22 18:01:43
4063,1900.0,2006.0,1967,1999-03-04 00:00:00,2018-07-22 18:01:43
4064,1911.0,,1960,1993-04-05 00:00:00,2018-07-22 18:01:43
4066,1890.0,2007.0,1964,2007-12-05 00:00:00,2018-07-22 18:01:43
4067,1890.0,2000.0,1964,2018-03-19 00:00:00,2018-07-22 18:01:43
4070,1890.0,1998.0,1969,2017-04-13 00:00:00,2018-07-22 18:01:43
4071,1890.0,2013.0,1960,2010-07-17 00:00:00,2018-07-22 18:01:43
4073,1900.0,2004.0,1969,2012-07-03 00:00:00,2018-07-22 18:01:43
4074,1890.0,2015.0,1972,2017-12-01 00:00:00,2018-07-22 18:01:43
4075,1895.0,2000.0,1972,2017-11-09 00:00:00,2018-07-22 18:01:43
4076,1890.0,2010.0,1972,2010-08-16 00:00:00,2018-07-22 18:01:43
4077,1890.0,,1954,2002-03-05 00:00:00,2018-07-22 18:01:43
4079,1890.0,2008.0,1972,2014-10-07 00:00:00,2018-07-22 18:01:43
4083,1900.0,2007.0,1969,2009-09-11 00:00:00,2018-07-22 18:01:43
4084,1898.0,2006.0,1982,2015-07-16 00:00:00,2018-07-22 18:01:43
4086,1939.0,2006.0,1981,2015-12-04 00:00:00,2018-07-22 18:01:43
4087,1890.0,2007.0,1967,2002-01-03 00:00:00,2018-07-22 18:01:43
4088,1900.0,2003.0,1967,2016-01-11 00:00:00,2018-07-22 18:01:43
4089,1890.0,,1963,1998-09-04 00:00:00,2018-07-22 18:01:43
4091,1909.0,2008.0,1967,1995-09-05 00:00:00,2018-07-22 18:01:43
4092,1900.0,2004.0,1969,2000-09-05 00:00:00,2018-07-22 18:01:43
4093,1900.0,2004.0,1969,2003-10-08 00:00:00,2018-07-22 18:01:43
4096,1900.0,2004.0,1963,1999-12-21 00:00:00,2018-07-22 18:01:43
4098,1900.0,2009.0,1963,2018-01-23 00:00:00,2018-07-22 18:01:43
4100,1900.0,1991.0,1961,2002-10-10 00:00:00,2018-07-22 18:01:43
4101,1900.0,1977.0,1970,2004-03-08 00:00:00,2018-07-22 18:01:43
4104,1900.0,,1963,2004-10-21 00:00:00,2018-07-22 18:01:43
4109,1900.0,2014.0,1984,2018-07-03 00:00:00,2018-07-22 18:01:43
4110,1900.0,2003.0,1967,2018-03-27 00:00:00,2018-07-22 18:01:43
4117,1916.0,2009.0,1967,2002-12-17 00:00:00,2018-07-22 18:01:43
4120,1939.0,,1957,2014-01-29 00:00:00,2018-07-22 18:01:43
4121,1910.0,2011.0,1972,2009-09-10 00:00:00,2018-07-22 18:01:43
4124,1928.0,2007.0,1986,2006-08-28 00:00:00,2018-07-22 18:01:43
4130,1930.0,,1957,2004-01-21 00:00:00,2018-07-22 18:01:43
4132,1885.0,1989.0,1972,2004-05-07 00:00:00,2018-07-22 18:01:43
4133,1900.0,2010.0,1977,2011-09-02 00:00:00,2018-07-22 18:01:43
4135,1890.0,2012.0,1963,1992-08-17 00:00:00,2018-07-22 18:01:43
4136,1896.0,2015.0,1969,2013-05-07 00:00:00,2018-07-22 18:01:43
4138,1890.0,1980.0,1970,2000-02-22 00:00:00,2018-07-22 18:01:43
4139,1890.0,2004.0,2004,2017-06-08 00:00:00,2018-07-22 18:01:43
4140,1900.0,2004.0,1972,2015-10-22 00:00:00,2018-07-22 18:01:43
4143,1890.0,2004.0,1984,2007-04-19 00:00:00,2018-07-22 18:01:43
4145,1890.0,2003.0,1972,2015-10-27 00:00:00,2018-07-22 18:01:43
4146,1893.0,1995.0,1972,1993-06-08 00:00:00,2018-07-22 18:01:43
4147,1890.0,2003.0,1984,2012-06-26 00:00:00,2018-07-22 18:01:43
4150,1890.0,2010.0,1963,2013-04-11 00:00:00,2018-07-22 18:01:43
4151,1890.0,2014.0,1987,2015-02-13 00:00:00,2018-07-22 18:01:43
4155,1890.0,1947.0,1970,1992-10-08 00:00:00,2018-07-22 18:01:43
4156,1890.0,1999.0,1970,2018-05-09 00:00:00,2018-07-22 18:01:43
4157,1900.0,2000.0,1978,2017-07-18 00:00:00,2018-07-22 18:01:43
4158,1900.0,,1963,1994-05-25 00:00:00,2018-07-22 18:01:43
4161,1890.0,2006.0,1972,2008-05-19 00:00:00,2018-07-22 18:01:43
4162,1890.0,1995.0,1963,2017-12-15 00:00:00,2018-07-22 18:01:43
4163,1913.0,,1960,1997-09-02 00:00:00,2018-07-22 18:01:43
4166,1915.0,2006.0,1986,2012-02-28 00:00:00,2018-07-22 18:01:43
4167,1915.0,2004.0,1982,2009-08-03 00:00:00,2018-07-22 18:01:43
4169,1915.0,2003.0,1969,2017-03-10 00:00:00,2018-07-22 18:01:43
4171,1890.0,2009.0,1969,2007-03-27 00:00:00,2018-07-22 18:01:43
4172,1911.0,2009.0,1967,1997-11-06 00:00:00,2018-07-22 18:01:43
4173,1915.0,2005.0,1969,2011-09-27 00:00:00,2018-07-22 18:01:43
4174,1915.0,2008.0,1982,2012-12-10 00:00:00,2018-07-22 18:01:43
4176,1910.0,2003.0,1967,2017-02-17 00:00:00,2018-07-22 18:01:43
4177,1912.0,1991.0,1960,1997-07-02 00:00:00,2018-07-22 18:01:43
4178,1915.0,2006.0,1972,2006-09-20 00:00:00,2018-07-22 18:01:43
4182,1915.0,,1957,1996-06-03 00:00:00,2018-07-22 18:01:43
4183,1915.0,,1957,2016-10-24 00:00:00,2018-07-22 18:01:43
4186,1920.0,,1963,1992-09-14 00:00:00,2018-07-22 18:01:43
4188,1883.0,2002.0,1972,2017-11-07 00:00:00,2018-07-22 18:01:43
4190,1910.0,2004.0,1986,2017-10-11 00:00:00,2018-07-22 18:01:43
4191,1900.0,1987.0,1963,2001-04-13 00:00:00,2018-07-22 18:01:43
4192,1900.0,1985.0,1967,2010-06-14 00:00:00,2018-07-22 18:01:43
4193,1900.0,2003.0,1972,2015-01-08 00:00:00,2018-07-22 18:01:43
4194,1900.0,,1972,2016-05-12 00:00:00,2018-07-22 18:01:43
4196,1900.0,1987.0,1969,1993-09-14 00:00:00,2018-07-22 18:01:43
4197,1900.0,2001.0,1972,2002-10-03 00:00:00,2018-07-22 18:01:43
4199,1900.0,2004.0,1960,2000-02-08 00:00:00,2018-07-22 18:01:43
4200,1900.0,2009.0,1969,2002-12-19 00:00:00,2018-07-22 18:01:43
4203,1908.0,,1969,2017-12-13 00:00:00,2018-07-22 18:01:43
4204,1908.0,,1969,2017-05-31 00:00:00,2018-07-22 18:01:43
4205,1908.0,,1960,2013-10-11 00:00:00,2018-07-22 18:01:43
4206,1908.0,2010.0,1969,2011-03-09 00:00:00,2018-07-22 18:01:43
4207,1885.0,2009.0,1969,2009-05-07 00:00:00,2018-07-22 18:01:43
4209,1908.0,,1960,1999-11-01 00:00:00,2018-07-22 18:01:43
4211,1900.0,2011.0,1969,2016-06-15 00:00:00,2018-07-22 18:01:43
4214,1880.0,1978.0,1967,2012-12-06 00:00:00,2018-07-22 18:01:43
4217,1880.0,2004.0,1967,2006-01-10 00:00:00,2018-07-22 18:01:43
4218,1880.0,2008.0,1967,2008-11-18 00:00:00,2018-07-22 18:01:43
4219,1880.0,2009.0,1967,2009-03-13 00:00:00,2018-07-22 18:01:43
4220,1880.0,2014.0,1967,2009-11-02 00:00:00,2018-07-22 18:01:43
4221,1870.0,1979.0,1960,1997-08-06 00:00:00,2018-07-22 18:01:43
4224,1870.0,2014.0,1967,1997-02-25 00:00:00,2018-07-22 18:01:43
4225,1890.0,,1957,2009-03-04 00:00:00,2018-07-22 18:01:43
4226,1928.0,2016.0,1967,2017-06-23 00:00:00,2018-07-22 18:01:43
4227,1870.0,1995.0,1957,2006-10-26 00:00:00,2018-07-22 18:01:43
4228,1870.0,2007.0,1967,2017-03-24 00:00:00,2018-07-22 18:01:43
4229,2013.0,,2015,2013-12-11 00:00:00,2018-07-22 18:01:43
4230,1890.0,2009.0,1967,2015-03-30 00:00:00,2018-07-22 18:01:43
4232,1890.0,2003.0,1967,2013-04-01 00:00:00,2018-07-22 18:01:43
4233,1890.0,1980.0,1967,1997-05-28 00:00:00,2018-07-22 18:01:43
4235,1890.0,2007.0,1967,2012-08-09 00:00:00,2018-07-22 18:01:43
4237,1900.0,2011.0,1969,2000-07-10 00:00:00,2018-07-22 18:01:43
4238,1900.0,2015.0,1967,2016-08-01 00:00:00,2018-07-22 18:01:43
4241,1900.0,2009.0,1967,2002-10-22 00:00:00,2018-07-22 18:01:43
4242,1900.0,2000.0,1967,2001-04-12 00:00:00,2018-07-22 18:01:43
4244,1900.0,2001.0,1984,2013-09-26 00:00:00,2018-07-22 18:01:43
4245,1900.0,2006.0,1967,2016-09-28 00:00:00,2018-07-22 18:01:43
4246,1900.0,1976.0,1963,2002-07-12 00:00:00,2018-07-22 18:01:43
4247,1900.0,2006.0,1967,2014-03-19 00:00:00,2018-07-22 18:01:43
4248,1900.0,2014.0,1975,2014-07-30 00:00:00,2018-07-22 18:01:43
4249,1900.0,2010.0,1969,2014-10-15 00:00:00,2018-07-22 18:01:43
4252,1900.0,,1972,2009-10-13 00:00:00,2018-07-22 18:01:43
4254,1900.0,2015.0,1984,2015-04-17 00:00:00,2018-07-22 18:01:43
4256,1900.0,2012.0,1964,2011-01-06 00:00:00,2018-07-22 18:01:43
4257,1900.0,,1957,2018-06-08 00:00:00,2018-07-22 18:01:43
4259,1900.0,1995.0,1957,2002-08-26 00:00:00,2018-07-22 18:01:43
4260,1880.0,,1957,2013-06-14 00:00:00,2018-07-22 18:01:43
4261,1900.0,2011.0,1967,2010-08-25 00:00:00,2018-07-22 18:01:43
4262,1900.0,,1957,2015-12-23 00:00:00,2018-07-22 18:01:43
4263,1900.0,2009.0,1964,2010-06-18 00:00:00,2018-07-22 18:01:43
4264,1801.0,2005.0,1957,2003-05-23 00:00:00,2018-07-22 18:01:43
4266,2001.0,,2007,2008-09-22 00:00:00,2018-07-22 18:01:43
4267,1900.0,,1960,2017-04-03 00:00:00,2018-07-22 18:01:43
4268,1900.0,,1969,1996-07-30 00:00:00,2018-07-22 18:01:43
4269,1900.0,,1960,1999-06-04 00:00:00,2018-07-22 18:01:43
4272,1900.0,2000.0,1982,2000-09-28 00:00:00,2018-07-22 18:01:43
4273,1900.0,2003.0,1967,2010-12-08 00:00:00,2018-07-22 18:01:43
4274,1900.0,2003.0,1969,2003-10-31 00:00:00,2018-07-22 18:01:43
4275,1905.0,1978.0,1957,1996-11-27 00:00:00,2018-07-22 18:01:43
4279,1900.0,2008.0,1957,2009-01-19 00:00:00,2018-07-22 18:01:43
4281,1900.0,2007.0,1967,2015-05-07 00:00:00,2018-07-22 18:01:43
4283,1900.0,2013.0,1967,2013-05-16 00:00:00,2018-07-22 18:01:43
4285,1900.0,2013.0,1986,2013-09-23 00:00:00,2018-07-22 18:01:43
4288,1900.0,,1967,2008-04-24 00:00:00,2018-07-22 18:01:43
4289,1900.0,2007.0,1972,2009-08-26 00:00:00,2018-07-22 18:01:43
4290,1900.0,,1972,2002-11-26 00:00:00,2018-07-22 18:01:43
4310,1967.0,,1970,2005-03-31 00:00:00,2018-07-22 18:01:43
4311,1967.0,2009.0,1983,2009-11-20 00:00:00,2018-07-22 18:01:43
4312,1967.0,,1974,2017-04-14 00:00:00,2018-07-22 18:01:43
4313,1967.0,,1974,1999-09-29 00:00:00,2018-07-22 18:01:43
4314,1967.0,2010.0,1977,2011-03-15 00:00:00,2018-07-22 18:01:43
4316,1967.0,,1974,2000-10-25 00:00:00,2018-07-22 18:01:43
4322,1968.0,,1984,2017-10-10 00:00:00,2018-07-22 18:01:43
4324,1967.0,,1974,2000-02-22 00:00:00,2018-07-22 18:01:43
4325,1967.0,,1970,2001-10-31 00:00:00,2018-07-22 18:01:43
4326,1967.0,1992.0,1974,1999-08-20 00:00:00,2018-07-22 18:01:43
4327,1967.0,,1974,1995-09-14 00:00:00,2018-07-22 18:01:43
4329,1968.0,,1975,1999-08-10 00:00:00,2018-07-22 18:01:43
4330,1968.0,2008.0,1984,2014-06-19 00:00:00,2018-07-22 18:01:43
