,AYB,YR_RMDL,EYB,SALEDATE,GIS_LAST_MOD_DTTM
53270,1906.0,1979.0,1957,2017-09-11 00:00:00,2018-07-22 18:01:43
53271,1906.0,2016.0,1967,2016-12-05 00:00:00,2018-07-22 18:01:43
53272,1906.0,2015.0,1967,2015-01-26 00:00:00,2018-07-22 18:01:43
53273,1906.0,,1967,2005-04-04 00:00:00,2018-07-22 18:01:43
53274,1910.0,,1957,2002-04-30 00:00:00,2018-07-22 18:01:43
53275,1910.0,2007.0,1967,2018-07-03 00:00:00,2018-07-22 18:01:43
53277,1910.0,2010.0,1967,2004-08-03 00:00:00,2018-07-22 18:01:43
53278,1910.0,2012.0,1967,2012-03-20 00:00:00,2018-07-22 18:01:43
53280,1911.0,2001.0,1957,2001-05-24 00:00:00,2018-07-22 18:01:43
53281,1911.0,2004.0,1967,2004-01-30 00:00:00,2018-07-22 18:01:43
53282,1911.0,2002.0,1967,2006-10-17 00:00:00,2018-07-22 18:01:43
53283,1911.0,2005.0,1967,2016-11-16 00:00:00,2018-07-22 18:01:43
53284,1911.0,2012.0,1967,2012-03-01 00:00:00,2018-07-22 18:01:43
53285,1912.0,,1957,1996-03-21 00:00:00,2018-07-22 18:01:43
53286,1912.0,2001.0,1967,2007-07-11 00:00:00,2018-07-22 18:01:43
53289,1911.0,1990.0,1954,2004-01-07 00:00:00,2018-07-22 18:01:43
53291,1911.0,2016.0,1964,2014-01-03 00:00:00,2018-07-22 18:01:43
53292,1923.0,1985.0,1954,2004-02-02 00:00:00,2018-07-22 18:01:43
53296,1907.0,,1954,2017-04-28 00:00:00,2018-07-22 18:01:43
53297,1913.0,2015.0,1982,2015-08-25 00:00:00,2018-07-22 18:01:43
53298,1913.0,2006.0,1964,2017-04-03 00:00:00,2018-07-22 18:01:43
53299,1913.0,,1964,2016-04-06 00:00:00,2018-07-22 18:01:43
53300,1913.0,,1954,2017-10-11 00:00:00,2018-07-22 18:01:43
53301,1913.0,2015.0,1954,2017-07-26 00:00:00,2018-07-22 18:01:43
53302,1913.0,2009.0,1964,2010-12-22 00:00:00,2018-07-22 18:01:43
53303,1913.0,2004.0,1982,2004-12-07 00:00:00,2018-07-22 18:01:43
53306,1913.0,2006.0,1964,2005-12-13 00:00:00,2018-07-22 18:01:43
53307,1913.0,2008.0,1964,2008-07-23 00:00:00,2018-07-22 18:01:43
53309,1913.0,,1954,2001-06-08 00:00:00,2018-07-22 18:01:43
53310,1913.0,2004.0,1964,2005-05-16 00:00:00,2018-07-22 18:01:43
53311,1913.0,,1954,2018-05-04 00:00:00,2018-07-22 18:01:43
53312,1913.0,2010.0,1964,2011-01-14 00:00:00,2018-07-22 18:01:43
53315,1905.0,2016.0,1967,2016-10-19 00:00:00,2018-07-22 18:01:43
53316,1900.0,2003.0,1969,2013-11-13 00:00:00,2018-07-22 18:01:43
53318,1905.0,,1960,2017-11-27 00:00:00,2018-07-22 18:01:43
53319,1905.0,,1957,2001-01-25 00:00:00,2018-07-22 18:01:43
53320,1890.0,2002.0,1967,2002-06-28 00:00:00,2018-07-22 18:01:43
53321,1890.0,2007.0,1967,2006-03-29 00:00:00,2018-07-22 18:01:43
53322,1890.0,,1957,2017-11-30 00:00:00,2018-07-22 18:01:43
53323,1900.0,2014.0,1967,2004-07-02 00:00:00,2018-07-22 18:01:43
53324,1905.0,,1967,2011-09-29 00:00:00,2018-07-22 18:01:43
53325,1923.0,2011.0,1978,2012-05-14 00:00:00,2018-07-22 18:01:43
53327,1923.0,2016.0,1969,2018-05-30 00:00:00,2018-07-22 18:01:43
53328,1923.0,,1964,2017-06-22 00:00:00,2018-07-22 18:01:43
53329,1923.0,,1964,2002-07-16 00:00:00,2018-07-22 18:01:43
53330,1900.0,,1943,1998-08-31 00:00:00,2018-07-22 18:01:43
53331,1900.0,,1943,2007-02-21 00:00:00,2018-07-22 18:01:43
53332,1910.0,2005.0,1964,2006-02-16 00:00:00,2018-07-22 18:01:43
53334,1910.0,2010.0,1964,2011-09-02 00:00:00,2018-07-22 18:01:43
53336,1910.0,,1943,2011-09-20 00:00:00,2018-07-22 18:01:43
53337,1910.0,,1943,1996-10-24 00:00:00,2018-07-22 18:01:43
53341,1923.0,2006.0,1964,2006-10-13 00:00:00,2018-07-22 18:01:43
53343,1923.0,1990.0,1961,2015-05-07 00:00:00,2018-07-22 18:01:43
53350,1923.0,2011.0,1964,2015-04-30 00:00:00,2018-07-22 18:01:43
53351,1923.0,,1943,2001-06-08 00:00:00,2018-07-22 18:01:43
53352,1923.0,2004.0,1964,2005-07-22 00:00:00,2018-07-22 18:01:43
53354,1923.0,,1964,2004-05-07 00:00:00,2018-07-22 18:01:43
53355,1923.0,2013.0,1964,2013-04-26 00:00:00,2018-07-22 18:01:43
53357,1923.0,2014.0,1978,2014-02-25 00:00:00,2018-07-22 18:01:43
53358,1923.0,,1947,2017-09-05 00:00:00,2018-07-22 18:01:43
53363,1910.0,,1957,2004-03-08 00:00:00,2018-07-22 18:01:43
53364,1910.0,,1957,2004-11-16 00:00:00,2018-07-22 18:01:43
53367,1910.0,2013.0,1984,2013-06-17 00:00:00,2018-07-22 18:01:43
53369,1910.0,2013.0,1984,2013-05-15 00:00:00,2018-07-22 18:01:43
53371,1910.0,2013.0,1984,2014-01-06 00:00:00,2018-07-22 18:01:43
53375,1910.0,1986.0,1957,2001-05-03 00:00:00,2018-07-22 18:01:43
53376,1910.0,2006.0,1957,1998-10-20 00:00:00,2018-07-22 18:01:43
53377,1910.0,2005.0,1967,2005-10-12 00:00:00,2018-07-22 18:01:43
53378,1910.0,,1957,2017-02-24 00:00:00,2018-07-22 18:01:43
53379,1910.0,1979.0,1957,2004-12-03 00:00:00,2018-07-22 18:01:43
53380,1910.0,2004.0,1960,2004-02-05 00:00:00,2018-07-22 18:01:43
53381,1910.0,1958.0,1957,2004-12-27 00:00:00,2018-07-22 18:01:43
53382,1909.0,2012.0,1982,2012-10-19 00:00:00,2018-07-22 18:01:43
53384,1909.0,,1961,2014-09-17 00:00:00,2018-07-22 18:01:43
53385,1909.0,2010.0,1982,2011-02-02 00:00:00,2018-07-22 18:01:43
53386,1909.0,,1954,1998-12-23 00:00:00,2018-07-22 18:01:43
53389,1910.0,,1957,2010-01-19 00:00:00,2018-07-22 18:01:43
53393,1910.0,2015.0,1967,2015-07-07 00:00:00,2018-07-22 18:01:43
53394,1910.0,2008.0,1967,2015-10-15 00:00:00,2018-07-22 18:01:43
53395,1910.0,,1957,2002-11-14 00:00:00,2018-07-22 18:01:43
53396,1927.0,2006.0,1980,2017-11-21 00:00:00,2018-07-22 18:01:43
53397,1927.0,,1957,2005-05-06 00:00:00,2018-07-22 18:01:43
53398,1912.0,2008.0,1967,2007-12-27 00:00:00,2018-07-22 18:01:43
53400,1912.0,2012.0,1967,2012-08-02 00:00:00,2018-07-22 18:01:43
53406,1912.0,,1957,1993-01-07 00:00:00,2018-07-22 18:01:43
53407,1914.0,2007.0,1967,2008-07-28 00:00:00,2018-07-22 18:01:43
53409,1914.0,,1964,2002-11-06 00:00:00,2018-07-22 18:01:43
53410,1914.0,,1957,2005-03-11 00:00:00,2018-07-22 18:01:43
53412,1914.0,2012.0,1967,2012-06-11 00:00:00,2018-07-22 18:01:43
53413,1914.0,,1957,2015-07-20 00:00:00,2018-07-22 18:01:43
53414,1914.0,2001.0,1967,2002-02-13 00:00:00,2018-07-22 18:01:43
53418,1915.0,2014.0,1984,2014-02-21 00:00:00,2018-07-22 18:01:43
53428,1916.0,,1957,2001-11-29 00:00:00,2018-07-22 18:01:43
53429,1916.0,,1957,2001-02-23 00:00:00,2018-07-22 18:01:43
53430,1916.0,,1957,2002-06-18 00:00:00,2018-07-22 18:01:43
53431,1916.0,2006.0,1967,2007-02-01 00:00:00,2018-07-22 18:01:43
53433,1916.0,,1957,1999-10-04 00:00:00,2018-07-22 18:01:43
53434,1910.0,,1957,2000-11-06 00:00:00,2018-07-22 18:01:43
53436,1900.0,2017.0,1986,2017-05-19 00:00:00,2018-07-22 18:01:43
53437,1900.0,,1960,2006-12-07 00:00:00,2018-07-22 18:01:43
53438,1900.0,2003.0,1986,2006-02-24 00:00:00,2018-07-22 18:01:43
53439,1900.0,,1960,1995-03-31 00:00:00,2018-07-22 18:01:43
53440,1900.0,,1960,2002-12-19 00:00:00,2018-07-22 18:01:43
53441,1905.0,2005.0,1950,2005-03-21 00:00:00,2018-07-22 18:01:43
53445,1913.0,,1943,2001-05-02 00:00:00,2018-07-22 18:01:43
53447,1890.0,2011.0,1967,2004-10-26 00:00:00,2018-07-22 18:01:43
53448,1890.0,2012.0,1967,2004-10-26 00:00:00,2018-07-22 18:01:43
53449,1890.0,2011.0,1967,2004-10-26 00:00:00,2018-07-22 18:01:43
53454,1890.0,2010.0,1967,2010-10-22 00:00:00,2018-07-22 18:01:43
53457,1917.0,2005.0,1984,2008-09-12 00:00:00,2018-07-22 18:01:43
53458,1917.0,2007.0,1984,2015-05-12 00:00:00,2018-07-22 18:01:43
53460,1917.0,2012.0,1967,2012-08-31 00:00:00,2018-07-22 18:01:43
53461,1917.0,,1957,1995-06-02 00:00:00,2018-07-22 18:01:43
53465,1920.0,2012.0,1984,2013-01-15 00:00:00,2018-07-22 18:01:43
53466,1920.0,,1957,2002-12-09 00:00:00,2018-07-22 18:01:43
53467,1920.0,,1957,2004-04-14 00:00:00,2018-07-22 18:01:43
53468,1920.0,,1957,2005-12-13 00:00:00,2018-07-22 18:01:43
53473,1925.0,2010.0,1964,2010-05-06 00:00:00,2018-07-22 18:01:43
53474,1925.0,,1943,2002-11-22 00:00:00,2018-07-22 18:01:43
53476,1922.0,,1943,2005-10-13 00:00:00,2018-07-22 18:01:43
53477,1922.0,,1943,2009-10-20 00:00:00,2018-07-22 18:01:43
53479,1922.0,,1954,2011-05-05 00:00:00,2018-07-22 18:01:43
53481,1923.0,2004.0,1969,2004-06-01 00:00:00,2018-07-22 18:01:43
53482,1923.0,,1950,1994-08-04 00:00:00,2018-07-22 18:01:43
53483,1923.0,2013.0,1986,2013-07-17 00:00:00,2018-07-22 18:01:43
53484,1923.0,,1950,1997-12-10 00:00:00,2018-07-22 18:01:43
53485,1923.0,2016.0,1982,2016-09-09 00:00:00,2018-07-22 18:01:43
53489,1923.0,2005.0,1969,2010-08-24 00:00:00,2018-07-22 18:01:43
53492,1923.0,,1960,1994-08-05 00:00:00,2018-07-22 18:01:43
53494,1923.0,2010.0,1969,2010-07-26 00:00:00,2018-07-22 18:01:43
53496,1923.0,2005.0,1969,2009-08-10 00:00:00,2018-07-22 18:01:43
53497,1923.0,,1969,2001-04-24 00:00:00,2018-07-22 18:01:43
53498,1925.0,,1950,2007-09-21 00:00:00,2018-07-22 18:01:43
53501,1921.0,,1960,2017-03-09 00:00:00,2018-07-22 18:01:43
53502,1921.0,2010.0,1969,2016-05-24 00:00:00,2018-07-22 18:01:43
53503,1921.0,,1960,2007-06-06 00:00:00,2018-07-22 18:01:43
53506,1927.0,2012.0,1967,2012-11-29 00:00:00,2018-07-22 18:01:43
53509,1927.0,,1957,2004-01-22 00:00:00,2018-07-22 18:01:43
53511,1927.0,2012.0,1984,2013-07-26 00:00:00,2018-07-22 18:01:43
53513,1912.0,,1954,2015-09-18 00:00:00,2018-07-22 18:01:43
53514,1912.0,2011.0,1982,2011-06-13 00:00:00,2018-07-22 18:01:43
53515,1925.0,1991.0,1954,2009-09-30 00:00:00,2018-07-22 18:01:43
53516,1912.0,2004.0,1984,2017-09-18 00:00:00,2018-07-22 18:01:43
53519,1912.0,2015.0,1961,2014-12-24 00:00:00,2018-07-22 18:01:43
53520,1911.0,2011.0,1980,2011-06-06 00:00:00,2018-07-22 18:01:43
53522,1911.0,2004.0,1984,2006-04-04 00:00:00,2018-07-22 18:01:43
53523,1911.0,,1957,1999-05-26 00:00:00,2018-07-22 18:01:43
53525,1911.0,2003.0,1967,2004-02-05 00:00:00,2018-07-22 18:01:43
53526,1911.0,,1967,2008-10-31 00:00:00,2018-07-22 18:01:43
53529,1924.0,2010.0,1967,2010-12-28 00:00:00,2018-07-22 18:01:43
53530,1924.0,,1957,2003-10-07 00:00:00,2018-07-22 18:01:43
53531,1910.0,2017.0,1984,2017-08-24 00:00:00,2018-07-22 18:01:43
53533,1912.0,,1954,2005-01-07 00:00:00,2018-07-22 18:01:43
53535,1910.0,,1954,1997-08-11 00:00:00,2018-07-22 18:01:43
53536,1895.0,2011.0,1967,2000-12-21 00:00:00,2018-07-22 18:01:43
53538,1895.0,2006.0,1967,2007-05-25 00:00:00,2018-07-22 18:01:43
53539,1895.0,2005.0,1967,2005-06-28 00:00:00,2018-07-22 18:01:43
53540,1895.0,1997.0,1967,2001-02-20 00:00:00,2018-07-22 18:01:43
53541,1917.0,2005.0,1967,2005-07-14 00:00:00,2018-07-22 18:01:43
53542,1917.0,,1957,2014-05-02 00:00:00,2018-07-22 18:01:43
53543,1917.0,2013.0,1967,2016-07-05 00:00:00,2018-07-22 18:01:43
53545,1917.0,2015.0,1984,2015-08-04 00:00:00,2018-07-22 18:01:43
53546,1917.0,2008.0,1982,2012-08-23 00:00:00,2018-07-22 18:01:43
53547,1917.0,2013.0,1964,2012-05-25 00:00:00,2018-07-22 18:01:43
53548,1917.0,2014.0,1984,2018-05-24 00:00:00,2018-07-22 18:01:43
53549,1917.0,,1957,2000-07-07 00:00:00,2018-07-22 18:01:43
53550,1917.0,,1957,1993-01-15 00:00:00,2018-07-22 18:01:43
53552,1917.0,,1957,2005-02-22 00:00:00,2018-07-22 18:01:43
53553,1917.0,,1967,2005-05-25 00:00:00,2018-07-22 18:01:43
53554,1920.0,,1957,2015-12-21 00:00:00,2018-07-22 18:01:43
53556,1909.0,,1957,2005-03-11 00:00:00,2018-07-22 18:01:43
53559,1912.0,2012.0,1984,2012-07-30 00:00:00,2018-07-22 18:01:43
53562,1910.0,2012.0,1984,2013-05-28 00:00:00,2018-07-22 18:01:43
53564,1911.0,2011.0,1984,2011-12-12 00:00:00,2018-07-22 18:01:43
53567,1908.0,,1957,1992-03-19 00:00:00,2018-07-22 18:01:43
53568,1908.0,2005.0,1984,2006-05-23 00:00:00,2018-07-22 18:01:43
53569,1908.0,2006.0,1984,2012-09-27 00:00:00,2018-07-22 18:01:43
53570,1908.0,,1957,1996-04-19 00:00:00,2018-07-22 18:01:43
53572,1911.0,2006.0,1967,2006-12-08 00:00:00,2018-07-22 18:01:43
53573,1911.0,2015.0,1967,2015-03-03 00:00:00,2018-07-22 18:01:43
53576,1912.0,,1957,2000-09-05 00:00:00,2018-07-22 18:01:43
53584,1935.0,,1957,2004-01-12 00:00:00,2018-07-22 18:01:43
53585,1923.0,2010.0,1984,2011-03-18 00:00:00,2018-07-22 18:01:43
53586,1923.0,2007.0,1967,2015-11-24 00:00:00,2018-07-22 18:01:43
53587,1923.0,2011.0,1980,2011-07-06 00:00:00,2018-07-22 18:01:43
53588,1923.0,,1957,2017-09-07 00:00:00,2018-07-22 18:01:43
53591,1920.0,2014.0,1984,2014-05-19 00:00:00,2018-07-22 18:01:43
53592,1920.0,2014.0,1978,2009-08-04 00:00:00,2018-07-22 18:01:43
53593,1920.0,2006.0,1964,2017-07-14 00:00:00,2018-07-22 18:01:43
53595,1920.0,1997.0,1954,2003-12-05 00:00:00,2018-07-22 18:01:43
53597,1907.0,,1954,2018-07-03 00:00:00,2018-07-22 18:01:43
53598,1907.0,,1954,1994-11-03 00:00:00,2018-07-22 18:01:43
53599,1907.0,,1954,1999-09-02 00:00:00,2018-07-22 18:01:43
53600,1907.0,,1954,1996-07-22 00:00:00,2018-07-22 18:01:43
53601,1907.0,2002.0,1964,2013-04-19 00:00:00,2018-07-22 18:01:43
53604,1907.0,,1957,2003-07-01 00:00:00,2018-07-22 18:01:43
53605,1907.0,,1954,1999-10-14 00:00:00,2018-07-22 18:01:43
53606,1907.0,1988.0,1954,2013-11-13 00:00:00,2018-07-22 18:01:43
53609,1907.0,2011.0,1978,2011-10-05 00:00:00,2018-07-22 18:01:43
53610,1907.0,2009.0,1964,2014-01-09 00:00:00,2018-07-22 18:01:43
53612,1907.0,1989.0,1954,2010-05-21 00:00:00,2018-07-22 18:01:43
53614,1921.0,2015.0,1986,2015-02-13 00:00:00,2018-07-22 18:01:43
53618,1920.0,2011.0,1986,2013-11-13 00:00:00,2018-07-22 18:01:43
53619,1920.0,2017.0,1986,2017-11-16 00:00:00,2018-07-22 18:01:43
53620,1920.0,2016.0,1969,2012-02-08 00:00:00,2018-07-22 18:01:43
53621,1948.0,2004.0,1958,2006-05-25 00:00:00,2018-07-22 18:01:43
53623,1948.0,2016.0,1968,2017-09-25 00:00:00,2018-07-22 18:01:43
53627,1948.0,2016.0,1968,2014-05-27 00:00:00,2018-07-22 18:01:43
53629,1948.0,,1958,1994-09-01 00:00:00,2018-07-22 18:01:43
53630,1948.0,,1958,1997-09-18 00:00:00,2018-07-22 18:01:43
53633,1948.0,,1948,2004-07-12 00:00:00,2018-07-22 18:01:43
53635,1948.0,2013.0,1968,2017-05-19 00:00:00,2018-07-22 18:01:43
53639,1948.0,,1958,2017-07-10 00:00:00,2018-07-22 18:01:43
53644,1948.0,,1958,2017-08-02 00:00:00,2018-07-22 18:01:43
53646,1948.0,,1968,2016-10-05 00:00:00,2018-07-22 18:01:43
53648,1948.0,2004.0,1968,2004-10-14 00:00:00,2018-07-22 18:01:43
53655,1895.0,,1957,1998-06-23 00:00:00,2018-07-22 18:01:43
53657,1895.0,2012.0,1967,2016-11-08 00:00:00,2018-07-22 18:01:43
53658,1895.0,2011.0,1967,2010-12-06 00:00:00,2018-07-22 18:01:43
53661,1895.0,2008.0,1967,2017-12-01 00:00:00,2018-07-22 18:01:43
53663,1910.0,,1957,2001-09-28 00:00:00,2018-07-22 18:01:43
53664,1910.0,2002.0,1967,2004-02-04 00:00:00,2018-07-22 18:01:43
53665,1895.0,,1957,2002-02-25 00:00:00,2018-07-22 18:01:43
53666,1895.0,2006.0,1967,2006-06-06 00:00:00,2018-07-22 18:01:43
53671,1895.0,,1967,2007-11-02 00:00:00,2018-07-22 18:01:43
53674,1895.0,,1957,1999-02-19 00:00:00,2018-07-22 18:01:43
53675,1895.0,,1957,2007-02-09 00:00:00,2018-07-22 18:01:43
53676,1895.0,2007.0,1967,2007-01-17 00:00:00,2018-07-22 18:01:43
53679,1917.0,2008.0,1964,2004-07-29 00:00:00,2018-07-22 18:01:43
53680,1920.0,2008.0,1978,2012-07-06 00:00:00,2018-07-22 18:01:43
53685,1910.0,,1977,2016-04-26 00:00:00,2018-07-22 18:01:43
53686,1912.0,2000.0,1957,2009-09-29 00:00:00,2018-07-22 18:01:43
53687,1912.0,2005.0,1967,2005-07-07 00:00:00,2018-07-22 18:01:43
53690,1912.0,,1957,2000-12-28 00:00:00,2018-07-22 18:01:43
53691,1917.0,2004.0,1954,2004-03-03 00:00:00,2018-07-22 18:01:43
53693,1923.0,,1957,1997-03-06 00:00:00,2018-07-22 18:01:43
53695,1923.0,,1957,2007-12-07 00:00:00,2018-07-22 18:01:43
53699,1906.0,2013.0,1967,1993-05-12 00:00:00,2018-07-22 18:01:43
53701,1906.0,2011.0,1967,2010-04-01 00:00:00,2018-07-22 18:01:43
53702,1906.0,2011.0,1967,2011-04-07 00:00:00,2018-07-22 18:01:43
53703,1912.0,2003.0,1964,2010-09-23 00:00:00,2018-07-22 18:01:43
53704,1912.0,,1964,2008-08-21 00:00:00,2018-07-22 18:01:43
53707,1912.0,2011.0,1964,2011-03-07 00:00:00,2018-07-22 18:01:43
53708,1912.0,2002.0,1964,2013-11-19 00:00:00,2018-07-22 18:01:43
53710,1912.0,2007.0,1964,2012-05-08 00:00:00,2018-07-22 18:01:43
53713,1912.0,,1954,2002-08-30 00:00:00,2018-07-22 18:01:43
53714,1912.0,,1964,2005-12-07 00:00:00,2018-07-22 18:01:43
53716,1912.0,,1954,2004-03-03 00:00:00,2018-07-22 18:01:43
53717,1912.0,2008.0,1964,2008-12-24 00:00:00,2018-07-22 18:01:43
53718,1912.0,,1964,2003-09-24 00:00:00,2018-07-22 18:01:43
53720,1910.0,2012.0,1964,2012-09-04 00:00:00,2018-07-22 18:01:43
53721,1912.0,,1954,2002-05-03 00:00:00,2018-07-22 18:01:43
53722,1912.0,2010.0,1964,2010-05-04 00:00:00,2018-07-22 18:01:43
53723,1902.0,2017.0,1954,2016-10-07 00:00:00,2018-07-22 18:01:43
53724,1907.0,2006.0,1964,2010-08-16 00:00:00,2018-07-22 18:01:43
53725,1928.0,2016.0,1982,2016-04-13 00:00:00,2018-07-22 18:01:43
53727,1908.0,,1954,1993-02-16 00:00:00,2018-07-22 18:01:43
53728,1929.0,2007.0,1954,1993-04-22 00:00:00,2018-07-22 18:01:43
53731,1908.0,1965.0,1961,2004-09-08 00:00:00,2018-07-22 18:01:43
53732,1908.0,2007.0,1964,2017-07-27 00:00:00,2018-07-22 18:01:43
53733,1908.0,2015.0,1982,2017-03-22 00:00:00,2018-07-22 18:01:43
53737,1908.0,,1954,1996-01-18 00:00:00,2018-07-22 18:01:43
53740,1913.0,,1954,2001-04-09 00:00:00,2018-07-22 18:01:43
53742,1913.0,2017.0,1984,2016-09-13 00:00:00,2018-07-22 18:01:43
53744,1913.0,2016.0,1954,2014-08-05 00:00:00,2018-07-22 18:01:43
53745,1914.0,,1954,2006-11-13 00:00:00,2018-07-22 18:01:43
53746,1925.0,2013.0,1964,2013-12-17 00:00:00,2018-07-22 18:01:43
53747,1925.0,2017.0,1964,2018-02-01 00:00:00,2018-07-22 18:01:43
53748,1925.0,2005.0,1964,2010-06-04 00:00:00,2018-07-22 18:01:43
53751,1925.0,2016.0,1964,2005-01-07 00:00:00,2018-07-22 18:01:43
53752,1925.0,2002.0,1961,2008-08-11 00:00:00,2018-07-22 18:01:43
53754,1925.0,2007.0,1964,2007-08-06 00:00:00,2018-07-22 18:01:43
53757,1925.0,2006.0,1964,2007-03-06 00:00:00,2018-07-22 18:01:43
53759,1925.0,2015.0,1964,2015-04-30 00:00:00,2018-07-22 18:01:43
53763,1948.0,,1958,1998-10-16 00:00:00,2018-07-22 18:01:43
53764,1913.0,,1943,2000-12-28 00:00:00,2018-07-22 18:01:43
53768,1900.0,,1967,2003-08-04 00:00:00,2018-07-22 18:01:43
53770,1910.0,,1943,2006-01-31 00:00:00,2018-07-22 18:01:43
53771,1908.0,,1943,2002-01-23 00:00:00,2018-07-22 18:01:43
53772,1908.0,,1954,2004-03-26 00:00:00,2018-07-22 18:01:43
53775,1913.0,,1958,2011-08-05 00:00:00,2018-07-22 18:01:43
53776,1912.0,,1964,2007-02-21 00:00:00,2018-07-22 18:01:43
53779,1912.0,2013.0,1978,2017-03-08 00:00:00,2018-07-22 18:01:43
53780,1912.0,2015.0,1978,2015-03-16 00:00:00,2018-07-22 18:01:43
53781,1912.0,,1967,2012-06-25 00:00:00,2018-07-22 18:01:43
53782,1912.0,,1943,2018-02-06 00:00:00,2018-07-22 18:01:43
53783,1912.0,2014.0,1978,2014-10-07 00:00:00,2018-07-22 18:01:43
53785,1913.0,2004.0,1964,2004-06-14 00:00:00,2018-07-22 18:01:43
53787,1913.0,2010.0,1978,2012-09-10 00:00:00,2018-07-22 18:01:43
53789,1923.0,2012.0,1964,2017-12-28 00:00:00,2018-07-22 18:01:43
53790,1923.0,1992.0,1954,2006-11-02 00:00:00,2018-07-22 18:01:43
53792,1923.0,,1943,1999-06-24 00:00:00,2018-07-22 18:01:43
53793,1923.0,2007.0,1964,2008-03-19 00:00:00,2018-07-22 18:01:43
53795,1930.0,,1954,2018-04-18 00:00:00,2018-07-22 18:01:43
53798,1910.0,2012.0,1964,2012-04-06 00:00:00,2018-07-22 18:01:43
53806,1910.0,2004.0,1967,2006-01-04 00:00:00,2018-07-22 18:01:43
53807,1910.0,,1957,1996-11-20 00:00:00,2018-07-22 18:01:43
53811,1917.0,,1957,1999-06-09 00:00:00,2018-07-22 18:01:43
53812,1910.0,2009.0,1964,2007-10-25 00:00:00,2018-07-22 18:01:43
53813,1910.0,2017.0,1967,2016-09-19 00:00:00,2018-07-22 18:01:43
53814,1910.0,2015.0,1984,2015-06-04 00:00:00,2018-07-22 18:01:43
53817,1910.0,,1957,2003-05-19 00:00:00,2018-07-22 18:01:43
53818,1910.0,2008.0,1967,2005-03-24 00:00:00,2018-07-22 18:01:43
53819,1910.0,2009.0,1967,2015-11-23 00:00:00,2018-07-22 18:01:43
53824,1910.0,2011.0,1984,2011-08-01 00:00:00,2018-07-22 18:01:43
53825,1910.0,2011.0,1984,2011-08-01 00:00:00,2018-07-22 18:01:43
53827,1910.0,2013.0,1984,2013-06-26 00:00:00,2018-07-22 18:01:43
53828,1910.0,,1957,2016-03-17 00:00:00,2018-07-22 18:01:43
53829,1910.0,2015.0,1967,2015-05-08 00:00:00,2018-07-22 18:01:43
53830,1910.0,2005.0,1984,2011-03-30 00:00:00,2018-07-22 18:01:43
53831,1910.0,,1957,2004-07-19 00:00:00,2018-07-22 18:01:43
53832,1910.0,2013.0,1984,2013-08-29 00:00:00,2018-07-22 18:01:43
53833,1906.0,,1969,1997-04-04 00:00:00,2018-07-22 18:01:43
53834,1906.0,,1957,2016-11-14 00:00:00,2018-07-22 18:01:43
53836,1998.0,,2002,2005-06-07 00:00:00,2018-07-22 18:01:43
53837,1910.0,2011.0,1964,2012-07-25 00:00:00,2018-07-22 18:01:43
53838,1906.0,2008.0,1967,2008-04-03 00:00:00,2018-07-22 18:01:43
53839,1906.0,2017.0,1967,2017-10-23 00:00:00,2018-07-22 18:01:43
53841,1906.0,2006.0,1967,2014-11-28 00:00:00,2018-07-22 18:01:43
53843,1922.0,2017.0,1986,2018-01-25 00:00:00,2018-07-22 18:01:43
53845,1922.0,,1950,1998-11-19 00:00:00,2018-07-22 18:01:43
53847,1922.0,,1950,2001-08-28 00:00:00,2018-07-22 18:01:43
53848,1922.0,,1960,2006-10-12 00:00:00,2018-07-22 18:01:43
53849,1922.0,,1950,2017-11-20 00:00:00,2018-07-22 18:01:43
53852,1922.0,2015.0,1969,2014-10-17 00:00:00,2018-07-22 18:01:43
53854,1921.0,2011.0,1969,2012-07-02 00:00:00,2018-07-22 18:01:43
53855,1921.0,2012.0,1986,2013-05-17 00:00:00,2018-07-22 18:01:43
53856,1922.0,,1950,2001-08-28 00:00:00,2018-07-22 18:01:43
53857,1922.0,2016.0,1986,2017-03-21 00:00:00,2018-07-22 18:01:43
53859,1922.0,,1950,2003-11-03 00:00:00,2018-07-22 18:01:43
53860,1922.0,,1950,1999-04-22 00:00:00,2018-07-22 18:01:43
53863,1922.0,2008.0,1982,2008-09-11 00:00:00,2018-07-22 18:01:43
53864,1922.0,2004.0,1963,2004-08-24 00:00:00,2018-07-22 18:01:43
53865,1922.0,,1960,2007-03-13 00:00:00,2018-07-22 18:01:43
53866,1922.0,,1960,2004-01-16 00:00:00,2018-07-22 18:01:43
53869,1941.0,2008.0,1954,2008-04-11 00:00:00,2018-07-22 18:01:43
53870,1885.0,,1943,2018-01-04 00:00:00,2018-07-22 18:01:43
53871,1905.0,2004.0,1969,2012-10-31 00:00:00,2018-07-22 18:01:43
53872,1905.0,2000.0,1960,2000-08-07 00:00:00,2018-07-22 18:01:43
53874,1905.0,2008.0,1963,2018-03-26 00:00:00,2018-07-22 18:01:43
53875,1905.0,2005.0,1969,2017-10-26 00:00:00,2018-07-22 18:01:43
53876,1905.0,,1960,2008-12-18 00:00:00,2018-07-22 18:01:43
53877,1905.0,2001.0,1969,2001-11-14 00:00:00,2018-07-22 18:01:43
53878,1905.0,2007.0,1969,2005-03-25 00:00:00,2018-07-22 18:01:43
53880,2001.0,,2006,2001-04-23 00:00:00,2018-07-22 18:01:43
