,BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,STORIES,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS, FIREPLACES,USECODE,LANDAREA,SOURCE,CMPLX_NUM,LIVING_GBA
106696,2,0,Forced Air,Y,,4,2,,599900.0,Q,2,,1,,,,,,,,,,16,716,Condominium,5329.0,1084.0
106698,2,0,Forced Air,Y,,4,2,,677900.0,U,2,,1,,,,,,,,,,16,844,Condominium,5329.0,1267.0
106699,2,0,Forced Air,Y,,4,2,,659900.0,U,2,,1,,,,,,,,,,16,763,Condominium,5329.0,1151.0
106700,2,0,Forced Air,Y,,4,2,,645000.0,U,2,,1,,,,,,,,,,16,716,Condominium,5329.0,1080.0
106701,2,0,Forced Air,Y,,4,2,,690900.0,Q,2,,1,,,,,,,,,,16,923,Condominium,5329.0,1405.0
106702,2,0,Forced Air,Y,,4,2,,695000.0,U,2,,1,,,,,,,,,,16,844,Condominium,5329.0,1278.0
106703,2,0,Forced Air,Y,,4,2,,803500.0,U,2,,1,,,,,,,,,,16,918,Condominium,5329.0,1417.0
106704,2,0,Forced Air,Y,,4,2,,642900.0,Q,2,,1,,,,,,,,,,16,716,Condominium,5329.0,1080.0
106705,2,0,Forced Air,Y,,4,2,,765900.0,U,2,,1,,,,,,,,,,16,923,Condominium,5329.0,1405.0
106706,2,0,Forced Air,Y,,4,2,,738400.0,U,2,,1,,,,,,,,,,16,844,Condominium,5329.0,1278.0
106707,2,0,Forced Air,Y,,4,2,,264405.0,Q,1,,1,,,,,,,,,,17,471,Condominium,3175.0,955.0
106708,2,0,Forced Air,Y,,4,2,,274900.0,Q,1,,1,,,,,,,,,,17,471,Condominium,3175.0,950.0
106709,2,0,Forced Air,Y,,4,2,,252500.0,Q,1,,1,,,,,,,,,,17,471,Condominium,3175.0,980.0
106710,2,0,Forced Air,Y,,4,2,,289900.0,Q,1,,1,,,,,,,,,,17,471,Condominium,3175.0,980.0
106712,2,0,Forced Air,Y,,4,2,,265000.0,Q,1,,1,,,,,,,,,,17,471,Condominium,3175.0,950.0
106713,2,0,Forced Air,Y,,4,2,,265000.0,Q,1,,1,,,,,,,,,,17,471,Condominium,3175.0,980.0
106718,1,1,Forced Air,Y,,4,2,,361500.0,U,2,,1,,,,,,,,,,16,788,Condominium,5528.0,777.0
106719,1,1,Forced Air,Y,,4,2,,362500.0,U,2,,1,,,,,,,,,,16,788,Condominium,5528.0,777.0
106720,1,0,Forced Air,Y,,3,1,,305000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
106721,1,0,Forced Air,Y,,3,1,,315000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
106722,1,0,Forced Air,Y,,3,1,,384000.0,Q,3,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
106723,1,0,Forced Air,Y,,3,1,,308000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
106724,1,0,Forced Air,Y,,3,1,,315000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
106725,1,0,Forced Air,Y,,3,1,,302500.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
106726,1,0,Forced Air,Y,,3,1,,247450.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,673.0
106727,1,0,Forced Air,Y,,3,1,,274000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,668.0
106728,1,0,Forced Air,Y,,3,1,,346755.0,Q,3,,1,,,,,,,,,,17,374,Condominium,2661.0,636.0
106729,1,0,Forced Air,Y,,3,1,,378000.0,Q,4,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
106730,1,0,Forced Air,Y,,3,1,,305000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,673.0
106731,1,0,Forced Air,Y,,2,0,,203000.0,Q,1,,1,,,,,,,,,,17,274,Condominium,2661.0,533.0
106732,1,0,Forced Air,Y,,4,2,,375000.0,Q,1,,1,,,,,,,,,,17,523,Condominium,2661.0,936.0
106733,1,0,Forced Air,Y,,4,2,,320000.0,Q,1,,1,,,,,,,,,,17,523,Condominium,2661.0,922.0
106734,1,0,Forced Air,Y,,2,0,,202000.0,Q,1,,1,,,,,,,,,,17,274,Condominium,2661.0,486.0
106736,2,0,Forced Air,Y,,4,2,,430000.0,Q,1,,1,,,,,,,,,,17,592,Condominium,2661.0,1069.0
106738,1,0,Forced Air,Y,,4,1,,425000.0,Q,5,,1,,,,,,,,,,17,492,Condominium,2661.0,822.0
106739,1,0,Forced Air,Y,,3,1,,378000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,746.0
106740,1,0,Forced Air,Y,,3,1,,307000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,695.0
106741,1,0,Forced Air,Y,,2,0,,224777.0,Q,1,,1,,,,,,,,,,17,274,Condominium,2661.0,515.0
106742,2,0,Forced Air,Y,,4,2,,452000.0,Q,1,,1,,,,,,,,,,17,592,Condominium,2661.0,1070.0
106743,2,0,Forced Air,Y,,4,2,,433000.0,Q,1,,1,,,,,,,,,,17,592,Condominium,2661.0,1076.0
106745,1,0,Forced Air,Y,,4,1,,402500.0,Q,3,,1,,,,,,,,,,17,492,Condominium,2661.0,901.0
106747,1,0,Forced Air,Y,,3,1,,318000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
106749,1,0,Warm Cool,Y,,3,1,,320000.0,Q,5,,1,,,,,,,,,,17,495,Condominium,2282.0,670.0
106753,1,0,Warm Cool,Y,,3,1,,228000.0,Q,1,,1,,,,,,,,,,17,409,Condominium,2282.0,531.0
106754,1,0,Warm Cool,Y,,2,0,,245000.0,Q,4,,1,,,,,,,,,,17,347,Condominium,2282.0,462.0
106755,1,1,Warm Cool,Y,,3,1,,255000.0,Q,1,,1,,,,,,,,,,17,536,Condominium,2282.0,710.0
106756,1,1,Warm Cool,Y,,5,2,,180000.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1138.0
106757,1,0,Warm Cool,Y,,4,1,,234000.0,Q,1,,1,,,,,,,,,,17,668,Condominium,2282.0,889.0
106759,1,0,Warm Cool,Y,,3,1,,235000.0,Q,1,,1,,,,,,,,,,17,668,Condominium,2282.0,890.0
106761,1,1,Warm Cool,Y,,3,1,,339000.0,Q,3,,1,,,,,,,,,,17,536,Condominium,2282.0,718.0
106762,1,0,Warm Cool,Y,,2,0,,180000.0,Q,1,,1,,,,,,,,,,17,347,Condominium,2282.0,461.0
106765,1,0,Warm Cool,Y,,3,1,,200000.0,Q,1,,1,,,,,,,,,,17,495,Condominium,2282.0,670.0
106766,1,0,Warm Cool,Y,,3,1,,289000.0,Q,4,,1,,,,,,,,,,17,495,Condominium,2282.0,670.0
106768,1,0,Warm Cool,Y,,3,1,,236995.0,Q,5,,1,,,,,,,,,,17,285,Condominium,2282.0,527.0
106769,1,0,Warm Cool,Y,,3,1,,219000.0,Q,1,,1,,,,,,,,,,17,409,Condominium,2282.0,531.0
106770,1,0,Warm Cool,Y,,2,0,,273000.0,Q,3,,1,,,,,,,,,,17,347,Condominium,2282.0,462.0
106772,1,1,Warm Cool,Y,,5,2,,390000.0,U,2,,1,,,,,,,,,,17,857,Condominium,2282.0,1138.0
106773,1,1,Warm Cool,Y,,5,2,,349000.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1138.0
106775,2,0,Warm Cool,Y,,5,2,,345000.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1136.0
106777,1,0,Warm Cool,Y,,2,0,,230000.0,Q,3,,1,,,,,,,,,,17,347,Condominium,2282.0,462.0
106778,1,0,Warm Cool,Y,,2,0,,72500.0,Q,1,,1,,,,,,,,,,17,347,Condominium,2282.0,461.0
106779,1,0,Warm Cool,Y,,3,1,,280000.0,Q,3,,1,,,,,,,,,,17,409,Condominium,2282.0,533.0
106780,1,0,Warm Cool,Y,,4,1,,215000.0,Q,1,,1,,,,,,,,,,17,550,Condominium,2282.0,744.0
106782,1,0,Warm Cool,Y,,3,1,,300000.0,Q,5,,1,,,,,,,,,,17,495,Condominium,2282.0,670.0
106783,1,0,Warm Cool,Y,,3,1,,75000.0,Q,1,,1,,,,,,,,,,17,495,Condominium,2282.0,671.0
106786,1,1,Warm Cool,Y,,3,1,,180000.0,U,1,,1,,,,,,,,,,17,536,Condominium,2282.0,716.0
106787,1,0,Warm Cool,Y,,2,0,,185000.0,Q,2,,1,,,,,,,,,,17,347,Condominium,2282.0,462.0
106788,1,0,Warm Cool,Y,,4,1,,170000.0,U,1,,1,,,,,,,,,,17,668,Condominium,2282.0,889.0
106789,1,1,Warm Cool,Y,,5,2,,325000.0,U,4,,1,,,,,,,,,,17,857,Condominium,2282.0,1138.0
106791,1,0,Warm Cool,Y,,4,1,,279000.0,Q,6,,1,,,,,,,,,,17,668,Condominium,2282.0,890.0
106792,1,0,Warm Cool,Y,,2,0,,157000.0,Q,1,,1,,,,,,,,,,17,347,Condominium,2282.0,461.0
106793,1,1,Warm Cool,Y,,3,1,,205000.0,Q,1,,1,,,,,,,,,,17,536,Condominium,2282.0,730.0
106794,2,0,Forced Air,Y,,4,2,,275000.0,Q,1,,1,,,,,,,,,,16,1138,Condominium,1500.0,925.0
106795,2,0,Forced Air,Y,,6,3,,215000.0,U,1,,1,,,,,,,,,,16,1834,Condominium,1500.0,1274.0
106798,1,0,Forced Air,Y,,3,2,,42500.0,U,1,,1,,,,,,,,,,16,930,Condominium,1310.0,790.0
106799,1,0,Forced Air,Y,,3,2,,65000.0,U,3,,1,,,,,,,,,,16,888,Condominium,1310.0,820.0
106800,1,0,Forced Air,Y,,4,3,,49500.0,Q,1,,1,,,,,,,,,,16,1204,Condominium,1310.0,984.0
106801,1,0,Forced Air,Y,,4,3,,182000.0,Q,1,,1,,,,,,,,,,16,1235,Condominium,1310.0,1009.0
106802,1,0,Forced Air,Y,,4,3,,72000.0,U,1,,1,,,,,,,,,,16,1238,Condominium,1310.0,1012.0
106803,1,0,Forced Air,Y,,4,3,,62000.0,U,1,,1,,,,,,,,,,16,1269,Condominium,1310.0,1037.0
106804,1,0,Forced Air,Y,,4,3,,49500.0,Q,1,,1,,,,,,,,,,16,1255,Condominium,1310.0,1026.0
106805,1,0,Forced Air,Y,,4,3,,62500.0,U,1,,1,,,,,,,,,,16,1281,Condominium,1310.0,1047.0
106806,1,0,Forced Air,Y,,3,2,,120000.0,Q,1,,1,,,,,,,,,,16,930,Condominium,1310.0,790.0
106807,1,0,Forced Air,Y,,3,2,,158255.0,U,4,,1,,,,,,,,,,16,888,Condominium,1310.0,820.0
106808,1,0,Forced Air,Y,,4,3,,170000.0,Q,1,,1,,,,,,,,,,16,1211,Condominium,1310.0,990.0
106809,1,0,Forced Air,Y,,4,3,,79000.0,U,1,,1,,,,,,,,,,16,1247,Condominium,1310.0,1019.0
106810,1,0,Forced Air,Y,,4,3,,48000.0,U,1,,1,,,,,,,,,,16,1238,Condominium,1310.0,1012.0
106812,1,0,Forced Air,Y,,4,3,,135000.0,Q,4,,1,,,,,,,,,,16,1263,Condominium,1310.0,1032.0
106813,1,0,Forced Air,Y,,4,3,,76500.0,Q,1,,1,,,,,,,,,,16,1287,Condominium,1310.0,1052.0
106814,1,0,Forced Air,Y,,3,2,,59900.0,Q,1,,1,,,,,,,,,,16,929,Condominium,1310.0,790.0
106815,1,0,Forced Air,Y,,3,2,,50000.0,Q,1,,1,,,,,,,,,,16,891,Condominium,1310.0,820.0
106816,1,0,Forced Air,Y,,4,3,,185000.0,Q,1,,1,,,,,,,,,,16,1199,Condominium,1310.0,980.0
106817,1,0,Forced Air,Y,,4,3,,180000.0,Q,1,,1,,,,,,,,,,16,1241,Condominium,1310.0,1014.0
106818,1,0,Forced Air,Y,,4,3,,67500.0,Q,1,,1,,,,,,,,,,16,1231,Condominium,1310.0,1006.0
106820,1,0,Forced Air,Y,,4,3,,49500.0,Q,1,,1,,,,,,,,,,16,12570,Condominium,1310.0,1027.0
106821,1,0,Forced Air,Y,,4,3,,165000.0,Q,1,,1,,,,,,,,,,16,1281,Condominium,1310.0,1047.0
106822,3,0,Forced Air,Y,,4,3,,89015.0,U,4,,1,,,,,,,,,,16,1321,Condominium,1838.0,1063.0
106823,1,1,Forced Air,Y,,3,2,,187400.0,U,1,,1,,,,,,,,,,16,810,Condominium,1838.0,591.0
106824,1,1,Forced Air,Y,,3,2,,179900.0,Q,1,,1,,,,,,,,,,16,813,Condominium,1838.0,612.0
106825,1,0,Forced Air,Y,,2,1,,159900.0,Q,1,,1,,,,,,,,,,16,672,Condominium,1838.0,495.0
106826,1,0,Forced Air,Y,,2,1,,167400.0,U,1,,1,,,,,,,,,,16,669,Condominium,1838.0,502.0
106827,1,1,Forced Air,Y,,3,2,,67000.0,U,3,,1,,,,,,,,,,16,854,Condominium,1838.0,628.0
106828,1,1,Forced Air,Y,,3,2,,189000.0,Q,1,,1,,,,,,,,,,16,848,Condominium,1838.0,633.0
106829,1,0,Forced Air,Y,,2,1,,149900.0,Q,1,,1,,,,,,,,,,16,679,Condominium,1838.0,511.0
106830,1,0,Forced Air,Y,,2,1,,172400.0,U,1,,1,,,,,,,,,,16,683,Condominium,1838.0,508.0
106831,1,1,Forced Air,Y,,3,2,,72000.0,U,1,,1,,,,,,,,,,16,856,Condominium,1838.0,628.0
106832,1,1,Forced Air,Y,,3,2,,190000.0,U,1,,1,,,,,,,,,,16,851,Condominium,1838.0,633.0
106833,1,0,Forced Air,Y,,2,1,,157000.0,U,1,,1,,,,,,,,,,16,703,Condominium,1838.0,527.0
106835,1,0,Forced Air,Y,,4,2,,185850.0,Q,1,,1,,,,,,,,,,16,1474,Condominium,1747.0,710.0
106836,1,0,Forced Air,Y,,3,1,,170000.0,U,1,,1,,,,,,,,,,16,1250,Condominium,1747.0,634.0
106837,1,0,Forced Air,Y,,4,2,,185000.0,Q,1,,1,,,,,,,,,,16,1496,Condominium,1747.0,745.0
106838,1,0,Forced Air,Y,,4,2,,72000.0,U,3,,1,,,,,,,,,,16,1474,Condominium,1747.0,710.0
106839,1,0,Forced Air,Y,,3,1,,175000.0,U,1,,1,,,,,,,,,,16,1250,Condominium,1747.0,634.0
106840,1,0,Forced Air,Y,,4,2,,65000.0,U,1,,1,,,,,,,,,,16,1496,Condominium,1747.0,745.0
106841,1,0,Forced Air,Y,,4,2,,55000.0,U,5,,1,,,,,,,,,,16,1496,Condominium,1747.0,732.0
106842,1,0,Forced Air,Y,,3,1,,712558.0,U,1,,1,,,,,,,,,,16,1250,Condominium,1747.0,600.0
106843,1,0,Forced Air,Y,,4,2,,95000.0,U,4,,1,,,,,,,,,,16,1474,Condominium,1747.0,702.0
106844,1,0,Forced Air,Y,,4,2,,195000.0,Q,1,,1,,,,,,,,,,16,1496,Condominium,1747.0,732.0
106845,1,0,Forced Air,Y,,3,1,,174900.0,U,1,,1,,,,,,,,,,16,1250,Condominium,1747.0,600.0
106846,1,0,Forced Air,Y,,4,2,,200000.0,Q,1,,1,,,,,,,,,,16,1250,Condominium,1747.0,702.0
106847,1,0,Forced Air,Y,,4,2,,50000.0,U,1,,1,,,,,,,,,,16,1496,Condominium,1747.0,732.0
106849,1,0,Forced Air,Y,,4,2,,197900.0,U,1,,1,,,,,,,,,,16,1474,Condominium,1747.0,702.0
106850,1,0,Forced Air,Y,,4,2,,133000.0,Q,1,,1,,,,,,,,,,16,1474,Condominium,1747.0,723.0
106852,1,0,Ht Pump,Y,,4,1,,98000.0,Q,3,,1,,,,,,,,,,16,1175,Condominium,1280.0,622.0
106857,1,0,Ht Pump,Y,,4,1,,89250.0,U,1,,1,,,,,,,,,,16,1040,Condominium,1280.0,598.0
106858,1,0,Ht Pump,Y,,4,1,,63000.0,Q,1,,1,,,,,,,,,,16,1092,Condominium,1280.0,622.0
106859,1,0,Ht Pump,Y,,4,1,,33400.0,U,1,,1,,,,,,,,,,16,1092,Condominium,1280.0,643.0
106862,2,0,Ht Pump,Y,,9,3,,125000.0,Q,1,,1,,,,,,,,,,16,2516,Condominium,1280.0,1269.0
106863,1,0,Forced Air,Y,,3,1,,52995.0,Q,1,,1,,,,,,,,,,16,790,Condominium,1482.0,614.0
106864,1,0,Forced Air,Y,,4,2,,22000.0,Q,5,,1,,,,,,,,,,16,988,Condominium,1482.0,764.0
106865,1,0,Forced Air,Y,,3,1,,25500.0,Q,3,,1,,,,,,,,,,16,790,Condominium,1482.0,607.0
106866,1,0,Forced Air,Y,,2,0,,7000.0,U,2,,1,,,,,,,,,,16,691,Condominium,1482.0,532.0
106867,1,0,Forced Air,Y,,4,2,,16000.0,U,1,,1,,,,,,,,,,16,988,Condominium,1482.0,792.0
106868,1,0,Forced Air,Y,,3,1,,27900.0,Q,3,,1,,,,,,,,,,16,790,Condominium,1482.0,635.0
106870,1,0,Forced Air,Y,,3,1,,45000.0,Q,4,,1,,,,,,,,,,16,691,Condominium,1482.0,540.0
106871,1,0,Forced Air,Y,,4,2,,31000.0,U,1,,1,,,,,,,,,,16,988,Condominium,1482.0,788.0
106872,1,0,Forced Air,Y,,3,1,,19000.0,Q,3,,1,,,,,,,,,,16,790,Condominium,1482.0,635.0
106873,1,0,Forced Air,Y,,3,1,,39901.0,Q,4,,1,,,,,,,,,,16,790,Condominium,1482.0,635.0
106875,1,0,Forced Air,Y,,4,2,,70995.0,Q,2,,1,,,,,,,,,,16,988,Condominium,1482.0,788.0
106876,1,0,Forced Air,Y,,3,1,,20000.0,U,2,,1,,,,,,,,,,16,790,Condominium,1482.0,635.0
106877,1,0,Forced Air,Y,,3,1,,15000.0,U,3,,1,,,,,,,,,,16,790,Condominium,1482.0,635.0
106879,1,0,Forced Air,Y,,4,2,,9020.0,U,1,,1,,,,,,,,,,16,1087,Condominium,1482.0,804.0
106880,1,0,Forced Air,Y,,3,1,,20000.0,U,2,,1,,,,,,,,,,16,790,Condominium,1482.0,642.0
106881,1,0,Forced Air,Y,,3,1,,51995.0,Q,1,,1,,,,,,,,,,16,790,Condominium,1482.0,611.0
106882,1,0,Forced Air,Y,,4,2,,69995.0,Q,1,,1,,,,,,,,,,16,889,Condominium,1482.0,685.0
106883,1,0,Forced Air,Y,,4,2,,66995.0,Q,1,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106884,1,0,Forced Air,Y,,3,1,,60995.0,Q,1,,1,,,,,,,,,,16,790,Condominium,1482.0,651.0
106885,1,0,Forced Air,Y,,4,2,,64995.0,Q,1,,1,,,,,,,,,,16,988,Condominium,1482.0,772.0
106886,1,0,Forced Air,Y,,4,2,,77995.0,Q,1,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106889,1,0,Forced Air,Y,,4,2,,25500.0,U,5,,1,,,,,,,,,,16,988,Condominium,1482.0,772.0
106890,1,0,Forced Air,Y,,4,2,,20000.0,Q,5,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106891,1,0,Forced Air,Y,,4,2,,37500.0,U,2,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106892,1,0,Forced Air,Y,,4,2,,91960.0,Q,1,,1,,,,,,,,,,16,889,Condominium,1482.0,720.0
106893,1,0,Forced Air,Y,,4,2,,17500.0,U,1,,1,,,,,,,,,,16,1087,Condominium,1482.0,800.0
106894,1,0,Forced Air,Y,,3,1,,30000.0,Q,4,,1,,,,,,,,,,16,790,Condominium,1482.0,642.0
106896,1,0,Forced Air,Y,,4,2,,23000.0,Q,5,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106897,1,0,Forced Air,Y,,4,2,,20000.0,U,3,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106898,1,0,Forced Air,Y,,4,2,,65995.0,Q,1,,1,,,,,,,,,,16,790,Condominium,1482.0,651.0
106899,1,0,Forced Air,Y,,4,2,,26001.0,U,1,,1,,,,,,,,,,16,988,Condominium,1482.0,772.0
106900,1,0,Forced Air,Y,,4,2,,29000.0,U,3,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106901,1,0,Forced Air,Y,,4,2,,58776.0,U,2,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106902,1,0,Forced Air,Y,,4,2,,16964.0,U,1,,1,,,,,,,,,,16,790,Condominium,1482.0,651.0
106903,1,0,Forced Air,Y,,4,2,,29000.0,U,5,,1,,,,,,,,,,16,988,Condominium,1482.0,772.0
106904,1,0,Forced Air,Y,,4,2,,69995.0,Q,1,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106905,1,0,Forced Air,Y,,4,2,,21000.0,U,4,,1,,,,,,,,,,16,1087,Condominium,1482.0,825.0
106906,1,0,Water Base Brd,Y,,3,1,,139900.0,Q,1,,1,,,,,,,,,,16,1045,Condominium,1713.0,654.0
106907,1,0,Water Base Brd,Y,,4,2,,65000.0,U,3,,1,,,,,,,,,,16,1181,Condominium,1713.0,848.0
106908,1,0,Water Base Brd,Y,,4,2,,65625.0,Q,4,,1,,,,,,,,,,16,1181,Condominium,1713.0,848.0
106910,1,0,Ht Pump,Y,,4,2,,205000.0,Q,1,,1,,,,,,,,,,16,708,Condominium,1841.0,722.0
106912,1,0,Ht Pump,Y,,4,2,,122400.0,U,2,,1,,,,,,,,,,16,877,Condominium,1841.0,722.0
106913,1,0,Ht Pump,Y,,4,2,,42600.0,U,1,,1,,,,,,,,,,16,705,Condominium,1841.0,719.0
106915,1,0,Ht Pump,Y,,4,2,,122400.0,U,2,,1,,,,,,,,,,16,705,Condominium,1841.0,719.0
106916,1,0,Forced Air,Y,,5,2,,35000.0,U,1,,1,,,,,,,,,,16,790,Condominium,1289.0,650.0
106917,1,0,Forced Air,Y,,4,1,,22000.0,Q,1,,1,,,,,,,,,,16,710,Condominium,1289.0,560.0
106918,1,0,Forced Air,Y,,4,1,,30000.0,Q,1,,1,,,,,,,,,,16,710,Condominium,1289.0,560.0
106919,1,0,Forced Air,Y,,5,2,,37000.0,Q,1,,1,,,,,,,,,,16,790,Condominium,1289.0,654.0
106920,1,0,Forced Air,Y,,5,2,,45000.0,Q,1,,1,,,,,,,,,,16,790,Condominium,1289.0,654.0
106921,1,0,Forced Air,Y,,4,1,,17000.0,U,1,,1,,,,,,,,,,16,710,Condominium,1289.0,562.0
106922,1,0,Forced Air,Y,,4,1,,130000.0,Q,1,,1,,,,,,,,,,16,710,Condominium,1289.0,560.0
106925,1,0,Forced Air,Y,,4,2,,127500.0,Q,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,801.0
106926,1,0,Forced Air,Y,,4,2,,129500.0,Q,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,766.0
106927,1,0,Forced Air,Y,,5,2,,129500.0,Q,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,801.0
106928,1,0,Forced Air,Y,,4,2,,259000.0,U,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,737.0
106931,1,0,Forced Air,Y,,5,2,,259000.0,U,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,859.0
106932,1,0,Forced Air,Y,,4,2,,73900.0,U,4,,1,,,,,,,,,,16,1032,Condominium,1653.0,773.0
106933,1,0,Forced Air,Y,,4,2,,130000.0,Q,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,773.0
106934,1,0,Forced Air,Y,,5,2,,51600.0,U,3,,1,,,,,,,,,,16,1032,Condominium,1653.0,884.0
106935,1,0,Forced Air,Y,,4,2,,129000.0,Q,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,787.0
106936,1,0,Forced Air,Y,,4,2,,129500.0,Q,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,771.0
106937,1,0,Forced Air,Y,,4,2,,134500.0,Q,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,769.0
106938,1,0,Forced Air,Y,,4,2,,143685.0,Q,1,,1,,,,,,,,,,16,1032,Condominium,1653.0,785.0
106939,1,0,Warm Cool,Y,,3,1,,47900.0,Q,1,,1,,,,,,,,,,16,1089,Condominium,1302.0,595.0
106940,1,0,Warm Cool,Y,,3,1,,147000.0,Q,1,,1,,,,,,,,,,16,1091,Condominium,1302.0,596.0
106941,1,0,Warm Cool,Y,,5,2,,128750.0,Q,1,,1,,,,,,,,,,16,1379,Condominium,1302.0,753.0
106942,1,0,Warm Cool,Y,,3,1,,120000.0,Q,1,,1,,,,,,,,,,16,1106,Condominium,1302.0,604.0
106944,1,0,Warm Cool,Y,,3,1,,110000.0,U,1,,1,,,,,,,,,,16,1055,Condominium,1302.0,576.0
106945,1,0,Warm Cool,Y,,3,1,,41900.0,U,1,,1,,,,,,,,,,16,1069,Condominium,1302.0,584.0
106947,1,0,Warm Cool,Y,,3,1,,50000.0,U,1,,1,,,,,,,,,,16,1089,Condominium,1302.0,595.0
106950,1,0,Warm Cool,Y,,3,1,,35000.0,U,1,,1,,,,,,,,,,16,1066,Condominium,1302.0,582.0
106951,1,0,Warm Cool,Y,,3,1,,31978.0,U,6,,1,,,,,,,,,,16,1113,Condominium,1302.0,608.0
106952,1,0,Warm Cool,Y,,5,2,,25000.0,U,3,,1,,,,,,,,,,16,1377,Condominium,1302.0,752.0
106954,1,0,Warm Cool,Y,,4,2,,55000.0,U,2,,1,,,,,,,,,,16,1232,Condominium,1302.0,673.0
106955,1,0,Warm Cool,Y,,5,2,,75000.0,Q,7,,1,,,,,,,,,,16,1359,Condominium,1302.0,742.0
106956,1,0,Warm Cool,Y,,5,2,,150000.0,Q,1,,1,,,,,,,,,,16,1362,Condominium,1302.0,715.0
106957,1,0,Warm Cool,Y,,4,2,,125000.0,Q,1,,1,,,,,,,,,,16,1247,Condominium,1302.0,681.0
106960,1,0,Warm Cool,Y,,4,2,,149500.0,U,1,,1,,,,,,,,,,16,1262,Condominium,1302.0,689.0
106961,1,0,Ht Pump,Y,,3,1,,102375.0,U,5,,1,,,,,,,,,,16,589,Condominium,1677.0,520.0
106962,1,0,Ht Pump,Y,,3,1,,176500.0,Q,1,,1,,,,,,,,,,16,589,Condominium,1677.0,476.0
106963,1,0,Ht Pump,Y,,3,1,,45000.0,U,3,,1,,,,,,,,,,16,589,Condominium,1677.0,476.0
106964,1,0,Ht Pump,Y,,4,2,,211500.0,Q,1,,1,,,,,,,,,,16,589,Condominium,1677.0,518.0
106965,1,0,Ht Pump,Y,,3,1,,50000.0,U,3,,1,,,,,,,,,,16,589,Condominium,1677.0,520.0
106991,2,0,Ht Pump,Y,,4,2,,135900.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,730.0
106993,2,0,Ht Pump,Y,,4,2,,245050.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,645.0
106994,1,0,Ht Pump,Y,,4,1,,180000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,530.0
106995,2,0,Ht Pump,Y,,4,2,,74550.0,U,4,,1,,,,,,,,,,16,589,Condominium,1652.0,645.0
106996,1,0,Ht Pump,Y,,4,1,,47000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,613.0
106997,2,0,Ht Pump,Y,,4,2,,264710.0,Q,1,,1,,,,,,,,,,16,589,Condominium,1652.0,827.0
106998,2,0,Ht Pump,Y,,4,2,,93000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,926.0
106999,2,0,Ht Pump,Y,,4,2,,65000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,645.0
107000,1,0,Ht Pump,Y,,4,1,,195000.0,Q,1,,1,,,,,,,,,,16,589,Condominium,1652.0,613.0
107001,2,0,Ht Pump,Y,,4,2,,164571.0,U,3,,1,,,,,,,,,,16,589,Condominium,1652.0,827.0
