,BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,STORIES,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS, FIREPLACES,USECODE,LANDAREA,SOURCE,CMPLX_NUM,LIVING_GBA
147207,1,0,Wall Furnace,Y,,3,1,,299900.0,Q,4,,1,,,,,,,,,,16,305,Condominium,2372.0,488.0
147208,1,0,Wall Furnace,Y,,3,1,,174286.0,Q,1,,1,,,,,,,,,,16,290,Condominium,2372.0,419.0
147209,1,0,Wall Furnace,Y,,3,1,,260000.0,Q,1,,1,,,,,,,,,,16,305,Condominium,2372.0,456.0
147210,1,0,Wall Furnace,Y,,3,1,,245000.0,Q,3,,1,,,,,,,,,,16,319,Condominium,2372.0,480.0
147211,1,0,Wall Furnace,Y,,3,1,,246500.0,Q,1,,1,,,,,,,,,,16,305,Condominium,2372.0,510.0
147213,1,0,Forced Air,Y,,2,0,,228000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,561.0
147214,1,0,Forced Air,Y,,3,1,,273000.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,608.0
147217,1,0,Forced Air,Y,,2,0,,223000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,614.0
147218,1,0,Forced Air,Y,,3,1,,285000.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,617.0
147219,1,0,Forced Air,Y,,3,1,,212500.0,U,1,,1,,,,,,,,,,17,223,Condominium,2838.0,581.0
147220,1,0,Forced Air,Y,,2,0,,162500.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,588.0
147221,1,0,Forced Air,Y,,2,0,,162000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,463.0
147222,1,0,Forced Air,Y,,2,0,,167500.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,588.0
147223,1,0,Forced Air,Y,,3,1,,234000.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,581.0
147224,1,0,Forced Air,Y,,3,1,,268000.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,618.0
147225,1,0,Forced Air,Y,,2,0,,152500.0,U,1,,1,,,,,,,,,,17,205,Condominium,2838.0,621.0
147226,1,0,Forced Air,Y,,4,2,,332000.0,Q,1,,1,,,,,,,,,,17,354,Condominium,2838.0,958.0
147228,1,0,Forced Air,Y,,2,0,,219000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,575.0
147229,1,0,Forced Air,Y,,2,0,,171000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,447.0
147230,1,0,Forced Air,Y,,3,1,,267000.0,Q,1,,1,,,,,,,,,,17,251,Condominium,2838.0,686.0
147231,1,0,Forced Air,Y,,2,0,,265000.0,Q,4,,1,,,,,,,,,,17,205,Condominium,2838.0,517.0
147232,1,0,Forced Air,Y,,4,1,,354000.0,Q,1,,1,,,,,,,,,,17,335,Condominium,2838.0,949.0
147233,1,0,Forced Air,Y,,4,1,,377500.0,Q,1,,1,,,,,,,,,,17,335,Condominium,2838.0,927.0
147234,1,0,Forced Air,Y,,2,0,,179000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,478.0
147235,1,0,Forced Air,Y,,2,0,,226500.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,554.0
147237,1,0,Forced Air,Y,,2,0,,171000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,445.0
147238,1,0,Forced Air,Y,,2,0,,213000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,561.0
147239,1,0,Forced Air,Y,,3,1,,312000.0,Q,2,,1,,,,,,,,,,17,223,Condominium,2838.0,608.0
147240,1,0,Forced Air,Y,,3,1,,277000.0,Q,1,,1,,,,,,,,,,17,372,Condominium,2838.0,620.0
147241,1,0,Forced Air,Y,,2,0,,229000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,582.0
147242,1,0,Forced Air,Y,,2,0,,281000.0,Q,3,,1,,,,,,,,,,17,205,Condominium,2838.0,614.0
147243,1,0,Forced Air,Y,,3,1,,240000.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,617.0
147244,1,0,Forced Air,Y,,3,1,,195500.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,581.0
147245,1,0,Forced Air,Y,,2,0,,267500.0,Q,4,,1,,,,,,,,,,17,205,Condominium,2838.0,588.0
147246,1,0,Forced Air,Y,,2,0,,255000.0,Q,3,,1,,,,,,,,,,17,205,Condominium,2838.0,463.0
147247,1,0,Forced Air,Y,,2,1,,339000.0,Q,3,,1,,,,,,,,,,17,205,Condominium,2838.0,588.0
147248,1,0,Forced Air,Y,,3,1,,269000.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,581.0
147249,1,0,Forced Air,Y,,3,1,,383000.0,Q,3,,1,,,,,,,,,,17,223,Condominium,2838.0,618.0
147250,1,0,Forced Air,Y,,2,0,,319900.0,Q,4,,1,,,,,,,,,,17,205,Condominium,2838.0,621.0
147251,1,0,Forced Air,Y,,4,2,,370000.0,Q,1,,1,,,,,,,,,,17,354,Condominium,2838.0,958.0
147252,1,0,Forced Air,Y,,4,2,,440000.0,Q,4,,1,,,,,,,,,,17,354,Condominium,2838.0,952.0
147253,1,0,Forced Air,Y,,2,0,,252000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,575.0
147254,1,0,Forced Air,Y,,2,0,,191000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,447.0
147255,1,0,Forced Air,Y,,3,1,,340000.0,Q,3,,1,,,,,,,,,,17,251,Condominium,2838.0,686.0
147256,1,0,Forced Air,Y,,2,0,,266500.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,517.0
147257,2,1,Forced Air,Y,,3,3,,524900.0,Q,4,,1,,,,,,,,,,16,2356,Condominium,2562.0,1066.0
147258,1,1,Forced Air,Y,,5,3,,136434.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1066.0
147259,1,1,Forced Air,Y,,5,2,,138934.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1064.0
147260,2,1,Forced Air,Y,,6,3,,143659.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1076.0
147261,2,1,Forced Air,Y,,6,3,,139234.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1080.0
147262,2,1,Forced Air,Y,,5,2,,139834.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1060.0
147263,1,1,Forced Air,Y,,6,2,,132434.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1072.0
147264,2,1,Forced Air,Y,,5,3,,309000.0,U,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1062.0
147265,1,1,Forced Air,Y,,6,3,,127834.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1064.0
147266,1,1,Forced Air,Y,,5,3,,139834.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1064.0
147267,1,1,Forced Air,Y,,6,2,,285000.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1071.0
147268,2,1,Forced Air,Y,,5,2,,305000.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1063.0
147269,2,1,Forced Air,Y,,5,3,,139234.0,Q,1,,1,,,,,,,,,,16,2356,Condominium,2562.0,1076.0
147270,2,0,Forced Air,Y,,5,2,,265000.0,Q,1,,1,,,,,,,,,,16,2781,Condominium,2562.0,986.0
147271,1,0,Forced Air,Y,,4,1,,228090.0,Q,1,,1,,,,,,,,,,16,2224,Condominium,2562.0,744.0
147272,2,0,Forced Air,Y,,6,2,,275000.0,Q,1,,1,,,,,,,,,,16,3187,Condominium,2562.0,1343.0
147273,2,0,Forced Air,Y,,4,2,,253335.0,Q,1,,1,,,,,,,,,,16,2224,Condominium,2562.0,1461.0
147274,2,0,Forced Air,Y,,6,2,,285000.0,Q,1,,1,,,,,,,,,,16,3187,Condominium,2562.0,1322.0
147275,1,0,Forced Air,Y,,4,1,,305000.0,Q,1,,1,,,,,,,,,,16,2224,Condominium,2562.0,993.0
147276,2,0,Forced Air,Y,,5,2,,275000.0,Q,1,,1,,,,,,,,,,16,2781,Condominium,2562.0,1276.0
147277,1,0,Forced Air,Y,,4,1,,310000.0,Q,1,,1,,,,,,,,,,16,2224,Condominium,2562.0,1007.0
147278,2,0,Forced Air,Y,,6,2,,244500.0,Q,1,,1,,,,,,,,,,16,3187,Condominium,2562.0,1340.0
147279,1,0,Forced Air,Y,,4,1,,200000.0,Q,1,,1,,,,,,,,,,16,2224,Condominium,2562.0,983.0
147280,2,0,Forced Air,Y,,5,2,,285000.0,Q,1,,1,,,,,,,,,,16,2781,Condominium,2562.0,1282.0
147281,2,0,Forced Air,Y,,5,2,,285000.0,Q,1,,1,,,,,,,,,,16,2781,Condominium,2562.0,1297.0
147282,2,1,Forced Air,Y,,5,2,,650000.0,Q,1,,1,,,,,,,,,,16,1045,Condominium,4092.0,1863.0
147283,1,0,Forced Air,Y,,3,1,,365000.0,Q,2,,1,,,,,,,,,,17,374,Condominium,2661.0,746.0
147284,1,0,Forced Air,Y,,3,1,,273000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,695.0
147286,2,0,Forced Air,Y,,4,2,,555000.0,Q,5,,1,,,,,,,,,,17,592,Condominium,2661.0,1070.0
147287,2,0,Forced Air,Y,,4,2,,250000.0,U,1,,1,,,,,,,,,,17,592,Condominium,2661.0,1076.0
147288,1,0,Forced Air,Y,,4,1,,356000.0,Q,1,,1,,,,,,,,,,17,492,Condominium,2661.0,931.0
147289,1,0,Forced Air,Y,,4,1,,187805.0,Q,1,,1,,,,,,,,,,17,492,Condominium,2661.0,901.0
147290,1,0,Forced Air,Y,,3,1,,385000.0,Q,4,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147291,1,0,Forced Air,Y,,3,1,,399999.0,Q,4,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147293,1,0,Forced Air,Y,,3,1,,350000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147294,1,0,Forced Air,Y,,3,1,,253000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147295,1,0,Forced Air,Y,,3,1,,294000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147296,1,0,Forced Air,Y,,3,1,,283000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,673.0
147298,1,0,Forced Air,Y,,3,1,,350000.0,Q,4,,1,,,,,,,,,,17,374,Condominium,2661.0,636.0
147299,1,0,Forced Air,Y,,3,1,,345000.0,Q,3,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147300,1,0,Forced Air,Y,,3,1,,349900.0,Q,3,,1,,,,,,,,,,17,374,Condominium,2661.0,673.0
147301,1,0,Forced Air,Y,,2,0,,235000.0,Q,1,,1,,,,,,,,,,17,274,Condominium,2661.0,533.0
147302,1,0,Forced Air,Y,,4,2,,318000.0,U,1,,1,,,,,,,,,,17,523,Condominium,2661.0,936.0
147303,1,0,Forced Air,Y,,4,2,,395000.0,Q,1,,1,,,,,,,,,,17,523,Condominium,2661.0,922.0
147304,1,0,Forced Air,Y,,2,0,,230000.0,Q,1,,1,,,,,,,,,,17,274,Condominium,2661.0,486.0
147305,2,0,Forced Air,Y,,4,2,,489000.0,Q,3,,1,,,,,,,,,,17,592,Condominium,2661.0,1070.0
147307,1,0,Forced Air,Y,,2,0,,183000.0,Q,1,,1,,,,,,,,,,17,274,Condominium,2661.0,499.0
147308,1,0,Forced Air,Y,,4,1,,393000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,822.0
147309,1,0,Forced Air,Y,,3,1,,295000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,746.0
147310,1,0,Forced Air,Y,,3,1,,318000.0,Q,1,,1,,,,,,,,,,17,274,Condominium,2661.0,695.0
147313,2,0,Forced Air,Y,,4,2,,489000.0,Q,1,,1,,,,,,,,,,17,492,Condominium,2661.0,1076.0
147314,1,0,Forced Air,Y,,4,1,,459000.0,Q,3,,1,,,,,,,,,,17,492,Condominium,2661.0,931.0
147315,1,0,Forced Air,Y,,4,1,,399000.0,Q,4,,1,,,,,,,,,,17,374,Condominium,2661.0,901.0
147316,1,0,Forced Air,Y,,3,1,,255000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147317,1,0,Forced Air,Y,,3,1,,263000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147318,1,0,Forced Air,Y,,3,1,,288000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147319,1,0,Forced Air,Y,,3,1,,288000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147320,1,0,Forced Air,Y,,3,1,,280000.0,Q,1,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147321,1,0,Forced Air,Y,,3,1,,395000.0,Q,3,,1,,,,,,,,,,17,374,Condominium,2661.0,670.0
147323,1,0,Forced Air,Y,,3,1,,367000.0,Q,3,,1,,,,,,,,,,17,374,Condominium,2661.0,668.0
147325,1,1,Warm Cool,Y,,3,1,,240000.0,Q,1,,1,,,,,,,,,,17,536,Condominium,2282.0,715.0
147329,1,0,Warm Cool,Y,,4,1,,243000.0,U,3,,1,,,,,,,,,,17,550,Condominium,2282.0,744.0
147330,1,0,Warm Cool,Y,,3,1,,216192.0,U,1,,1,,,,,,,,,,17,495,Condominium,2282.0,670.0
147331,1,0,Warm Cool,Y,,3,1,,300000.0,Q,3,,1,,,,,,,,,,17,495,Condominium,2282.0,670.0
147332,1,0,Warm Cool,Y,,3,1,,201000.0,Q,1,,1,,,,,,,,,,17,495,Condominium,2282.0,671.0
147335,1,0,Warm Cool,Y,,2,0,,175000.0,Q,1,,1,,,,,,,,,,17,347,Condominium,2282.0,463.0
147338,2,1,Warm Cool,Y,,5,2,,295000.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1141.0
147339,1,1,Warm Cool,Y,,5,2,,315000.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1141.0
147340,1,0,Warm Cool,Y,,4,1,,315000.0,Q,2,,1,,,,,,,,,,17,668,Condominium,2282.0,890.0
147341,1,0,Warm Cool,Y,,2,0,,195000.0,Q,1,,1,,,,,,,,,,17,347,Condominium,2282.0,461.0
147344,1,0,Warm Cool,Y,,3,1,,152000.0,Q,1,,1,,,,,,,,,,17,409,Condominium,2282.0,533.0
147345,1,0,Warm Cool,Y,,4,1,,178000.0,U,1,,1,,,,,,,,,,17,550,Condominium,2282.0,744.0
147346,1,0,Warm Cool,Y,,3,1,,165000.0,Q,1,,1,,,,,,,,,,17,495,Condominium,2282.0,670.0
147347,1,0,Warm Cool,Y,,3,1,,180000.0,Q,1,,1,,,,,,,,,,17,495,Condominium,2282.0,670.0
147348,1,0,Warm Cool,Y,,3,1,,58800.0,Q,1,,1,,,,,,,,,,17,495,Condominium,2282.0,671.0
147350,1,0,Warm Cool,Y,,3,1,,290000.0,Q,4,,1,,,,,,,,,,17,409,Condominium,2282.0,531.0
147351,1,1,Warm Cool,Y,,3,1,,65000.0,Q,1,,1,,,,,,,,,,17,536,Condominium,2282.0,719.0
147353,1,0,Warm Cool,Y,,4,1,,300000.0,Q,3,,1,,,,,,,,,,17,668,Condominium,2282.0,898.0
147354,1,1,Warm Cool,Y,,5,2,,320000.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1141.0
147355,1,1,Warm Cool,Y,,5,2,,111500.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1141.0
147356,1,1,Warm Cool,Y,,5,2,,310000.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1139.0
147357,1,0,Forced Air,Y,,2,0,,221000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,575.0
147358,1,0,Forced Air,Y,,2,0,,178000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,447.0
147359,1,0,Forced Air,Y,,3,1,,278000.0,Q,1,,1,,,,,,,,,,17,251,Condominium,2838.0,686.0
147360,1,0,Forced Air,Y,,2,0,,167000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,517.0
147361,1,0,Forced Air,Y,,4,1,,368000.0,Q,1,,1,,,,,,,,,,17,335,Condominium,2838.0,949.0
147362,1,0,Forced Air,Y,,4,1,,338000.0,Q,1,,1,,,,,,,,,,17,335,Condominium,2838.0,897.0
147363,1,0,Forced Air,Y,,2,0,,120730.0,U,3,,1,,,,,,,,,,17,205,Condominium,2838.0,486.0
147364,1,0,Forced Air,Y,,2,0,,260500.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,554.0
147365,1,0,Forced Air,Y,,2,0,,273525.0,Q,3,,1,,,,,,,,,,17,205,Condominium,2838.0,569.0
147366,1,0,Forced Air,Y,,2,0,,233000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,445.0
147367,1,0,Forced Air,Y,,2,0,,292500.0,Q,3,,1,,,,,,,,,,17,205,Condominium,2838.0,561.0
147368,1,0,Forced Air,Y,,3,1,,314500.0,Q,3,,1,,,,,,,,,,17,223,Condominium,2838.0,608.0
147370,1,0,Forced Air,Y,,2,0,,290000.0,Q,3,,1,,,,,,,,,,17,205,Condominium,2838.0,582.0
147371,1,0,Forced Air,Y,,2,0,,233785.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,614.0
147372,1,0,Forced Air,Y,,3,1,,173000.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,617.0
147373,1,0,Forced Air,Y,,3,1,,349900.0,Q,2,,1,,,,,,,,,,17,223,Condominium,2838.0,581.0
147374,1,0,Forced Air,Y,,2,0,,285000.0,Q,3,,1,,,,,,,,,,17,205,Condominium,2838.0,588.0
147375,1,1,Forced Air,Y,,3,1,,301000.0,Q,1,,1,,,,,,,,,,17,335,Condominium,2838.0,926.0
147376,1,0,Forced Air,Y,,2,0,,212500.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,588.0
147377,1,0,Forced Air,Y,,3,1,,294500.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,581.0
147378,1,0,Forced Air,Y,,3,1,,237500.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,618.0
147379,1,0,Forced Air,Y,,2,0,,214500.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,621.0
147380,1,0,Forced Air,Y,,4,2,,309000.0,Q,1,,1,,,,,,,,,,17,354,Condominium,2838.0,958.0
147381,1,0,Forced Air,Y,,4,2,,352725.0,Q,1,,1,,,,,,,,,,17,354,Condominium,2838.0,952.0
147383,1,0,Forced Air,Y,,2,0,,158000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,447.0
147384,1,0,Forced Air,Y,,3,1,,277000.0,Q,1,,1,,,,,,,,,,17,251,Condominium,2838.0,686.0
147385,1,0,Forced Air,Y,,2,0,,174000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,517.0
147387,1,0,Forced Air,Y,,4,1,,322000.0,Q,1,,1,,,,,,,,,,17,335,Condominium,2838.0,897.0
147388,1,0,Forced Air,Y,,2,0,,233000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,486.0
147389,1,0,Forced Air,Y,,2,0,,255000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,554.0
147390,1,0,Forced Air,Y,,2,0,,262000.0,Q,1,,1,,,,,,,,,,17,205,Condominium,2838.0,569.0
147391,1,0,Forced Air,Y,,2,0,,269999.0,Q,3,,1,,,,,,,,,,17,205,Condominium,2838.0,445.0
147392,1,0,Forced Air,Y,,2,0,,259368.0,Q,3,,1,,,,,,,,,,17,205,Condominium,2838.0,561.0
147393,1,0,Forced Air,Y,,3,1,,258000.0,Q,1,,1,,,,,,,,,,17,223,Condominium,2838.0,608.0
147394,1,1,Warm Cool,Y,,3,1,,177000.0,Q,1,,1,,,,,,,,,,17,536,Condominium,2282.0,461.0
147395,1,0,Warm Cool,Y,,2,0,,128900.0,U,1,,1,,,,,,,,,,17,347,Condominium,2282.0,463.0
147396,1,0,Warm Cool,Y,,2,0,,157000.0,Q,1,,1,,,,,,,,,,17,347,Condominium,2282.0,463.0
147398,1,0,Warm Cool,Y,,4,1,,310000.0,Q,3,,1,,,,,,,,,,17,550,Condominium,2282.0,745.0
147399,1,0,Warm Cool,Y,,3,1,,275000.0,Q,3,,1,,,,,,,,,,17,495,Condominium,2282.0,668.0
147401,1,0,Warm Cool,Y,,3,1,,306000.0,Q,3,,1,,,,,,,,,,17,495,Condominium,2282.0,674.0
147404,1,1,Warm Cool,Y,,3,1,,260000.0,Q,1,,1,,,,,,,,,,17,536,Condominium,2282.0,465.0
147405,1,0,Warm Cool,Y,,2,0,,224500.0,Q,2,,1,,,,,,,,,,17,347,Condominium,2282.0,464.0
147406,1,0,Warm Cool,Y,,3,1,,371100.0,Q,3,,1,,,,,,,,,,17,668,Condominium,2282.0,930.0
147408,1,0,Warm Cool,Y,,4,1,,74000.0,Q,1,,1,,,,,,,,,,17,668,Condominium,2282.0,930.0
147409,1,1,Warm Cool,Y,,5,2,,99999.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1140.0
147410,1,1,Warm Cool,Y,,3,1,,259794.0,Q,1,,1,,,,,,,,,,17,536,Condominium,2282.0,461.0
147411,1,0,Warm Cool,Y,,2,0,,31500.0,U,1,,1,,,,,,,,,,17,347,Condominium,2282.0,463.0
147414,1,0,Warm Cool,Y,,4,1,,200000.0,Q,1,,1,,,,,,,,,,17,550,Condominium,2282.0,745.0
147416,1,0,Warm Cool,Y,,3,1,,285000.0,Q,1,,1,,,,,,,,,,17,495,Condominium,2282.0,676.0
147418,1,0,Warm Cool,Y,,3,1,,251000.0,Q,4,,1,,,,,,,,,,17,409,Condominium,2282.0,546.0
147419,1,0,Warm Cool,Y,,3,1,,232000.0,Q,1,,1,,,,,,,,,,17,409,Condominium,2282.0,521.0
147421,1,0,Warm Cool,Y,,2,0,,165000.0,Q,1,,1,,,,,,,,,,17,347,Condominium,2282.0,464.0
147422,1,1,Warm Cool,Y,,5,2,,300000.0,U,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1147.0
147423,1,1,Warm Cool,Y,,5,2,,370000.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1144.0
147424,1,1,Warm Cool,Y,,5,2,,115550.0,Q,1,,1,,,,,,,,,,17,857,Condominium,2282.0,1141.0
147426,1,0,Warm Cool,Y,,2,0,,240000.0,Q,2,,1,,,,,,,,,,17,347,Condominium,2282.0,461.0
147427,1,0,Warm Cool,Y,,2,0,,58000.0,Q,1,,1,,,,,,,,,,17,347,Condominium,2282.0,463.0
147428,1,0,Warm Cool,Y,,2,0,,199500.0,Q,1,,1,,,,,,,,,,17,347,Condominium,2282.0,463.0
147429,1,0,Warm Cool,Y,,3,1,,219000.0,Q,1,,1,,,,,,,,,,17,409,Condominium,2282.0,540.0
147430,1,0,Wall Furnace,Y,,3,1,,178986.0,Q,1,,1,,,,,,,,,,16,290,Condominium,2372.0,431.0
147433,1,0,Wall Furnace,Y,,3,1,,314000.0,Q,4,,1,,,,,,,,,,16,324,Condominium,2372.0,492.0
147434,1,0,Wall Furnace,Y,,3,1,,298000.0,Q,4,,1,,,,,,,,,,16,325,Condominium,2372.0,461.0
147435,1,0,Wall Furnace,Y,,3,1,,300000.0,Q,3,,1,,,,,,,,,,16,350,Condominium,2372.0,493.0
147436,1,0,Wall Furnace,Y,,3,1,,221415.0,Q,1,,1,,,,,,,,,,16,324,Condominium,2372.0,492.0
147437,1,0,Wall Furnace,Y,,3,1,,240000.0,Q,1,,1,,,,,,,,,,16,325,Condominium,2372.0,492.0
147438,1,0,Wall Furnace,Y,,3,1,,238000.0,Q,1,,1,,,,,,,,,,16,350,Condominium,2372.0,518.0
147439,1,0,Wall Furnace,Y,,3,1,,315000.0,Q,3,,1,,,,,,,,,,16,324,Condominium,2372.0,504.0
147440,1,0,Wall Furnace,Y,,3,1,,236000.0,Q,5,,1,,,,,,,,,,16,325,Condominium,2372.0,492.0
147441,1,0,Wall Furnace,Y,,3,1,,232500.0,Q,1,,1,,,,,,,,,,16,350,Condominium,2372.0,493.0
147442,1,0,Wall Furnace,Y,,3,1,,236410.0,Q,1,,1,,,,,,,,,,16,324,Condominium,2372.0,466.0
147443,1,0,Wall Furnace,Y,,3,1,,153534.0,Q,1,,1,,,,,,,,,,16,325,Condominium,2372.0,492.0
147444,1,0,Wall Furnace,Y,,3,1,,187650.0,Q,1,,1,,,,,,,,,,16,350,Condominium,2372.0,493.0
147445,1,0,Wall Furnace,Y,,3,1,,265000.0,Q,4,,1,,,,,,,,,,16,324,Condominium,2372.0,466.0
147446,1,0,Wall Furnace,Y,,3,1,,293000.0,Q,3,,1,,,,,,,,,,16,325,Condominium,2372.0,514.0
147447,1,0,Wall Furnace,Y,,3,1,,250000.0,Q,3,,1,,,,,,,,,,16,350,Condominium,2372.0,523.0
147449,1,0,Ht Pump,Y,,3,1,,260000.0,Q,1,,1,,,,,,,,,,16,343,Condominium,2800.0,561.0
147450,1,0,Ht Pump,Y,,3,1,,185900.0,U,1,,1,,,,,,,,,,16,317,Condominium,2800.0,512.0
147451,2,0,Ht Pump,Y,,4,2,,329942.0,Q,1,,1,,,,,,,,,,16,462,Condominium,2800.0,740.0
147452,1,0,Ht Pump,Y,,3,1,,246142.0,Q,1,,1,,,,,,,,,,16,358,Condominium,2800.0,572.0
147453,1,0,Ht Pump,Y,,3,1,,299900.0,U,3,,1,,,,,,,,,,16,320,Condominium,2800.0,513.0
147454,1,0,Ht Pump,Y,,3,1,,310000.0,Q,4,,1,,,,,,,,,,16,317,Condominium,2800.0,534.0
147455,2,0,Ht Pump,Y,,4,2,,355000.0,U,1,,1,,,,,,,,,,16,462,Condominium,2800.0,756.0
147456,1,0,Ht Pump,Y,,3,1,,320000.0,U,4,,1,,,,,,,,,,16,373,Condominium,2800.0,619.0
147457,2,0,Ht Pump,Y,,3,2,,570000.0,U,4,,1,,,,,,,,,,16,618,Condominium,2800.0,1040.0
147458,1,0,Ht Pump,Y,,3,1,,260000.0,Q,3,,1,,,,,,,,,,16,317,Condominium,2800.0,534.0
147459,2,0,Ht Pump,Y,,4,2,,357000.0,Q,1,,1,,,,,,,,,,16,462,Condominium,2800.0,755.0
147460,1,0,Ht Pump,Y,,3,1,,267492.0,Q,1,,1,,,,,,,,,,16,358,Condominium,2800.0,591.0
147461,1,1,Forced Air,Y,,4,2,,265000.0,Q,1,,1,,,,,,,,,,16,290,Condominium,2984.0,977.0
147462,3,0,Forced Air,Y,,5,3,,390000.0,U,1,,1,,,,,,,,,,16,422,Condominium,2984.0,1431.0
147464,3,0,Forced Air,Y,,5,2,,2500000.0,U,5,,1,,,,,,,,,,17,10,Condominium,2380.0,2603.0
147465,2,2,Forced Air,Y,,10,2,,3150000.0,U,1,,1,,,,,,,,,,17,24,Condominium,2380.0,5857.0
147466,1,1,Forced Air,Y,,5,2,,400000.0,U,1,,1,,,,,,,,,,17,3,Condominium,2380.0,795.0
147467,2,1,Forced Air,Y,,6,3,,700000.0,Q,1,,1,,,,,,,,,,17,4,Condominium,2380.0,1107.0
147468,3,1,Forced Air,Y,,5,4,,1700000.0,U,1,,1,,,,,,,,,,17,10,Condominium,2380.0,2473.0
